schema_version,profile_id,interest_id,weight,explicit_weight,behavior_weight,updated_at
3.0,profile-v3-0236,photography,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0237,photography,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0237,culture,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0237,entrepreneurship,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,sports,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,social-responsibility,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,product,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,mobile-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,engineering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0238,music,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0239,finance,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0239,languages,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0239,theatre,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0239,social-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0239,entrepreneurship,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,ui-ux,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,social-responsibility,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,mental-health,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,natural-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,sports,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0240,career,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0241,social-responsibility,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0241,natural-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0241,web-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0241,mobile-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0242,ui-ux,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0242,web-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0242,music,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0243,international-community,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0243,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0243,entrepreneurship,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0243,ai,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0244,mobile-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0244,travel,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0244,finance,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,mobile-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,health-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,cybersecurity,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,wellbeing,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,travel,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0245,sports,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0246,mobile-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0246,web-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0246,finance,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0247,cybersecurity,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0247,ui-ux,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0247,travel,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0247,game-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,social-responsibility,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,natural-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,travel,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0248,data-science,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,data-science,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,mental-health,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0249,career,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0250,natural-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0250,social-responsibility,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0250,travel,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0250,international-community,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0250,mobile-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,health-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,natural-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,game-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,social-responsibility,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0251,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,ui-ux,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,sports,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,social-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,game-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,career,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,wellbeing,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,travel,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0252,graphic-design,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,web-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,health-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,natural-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,photography,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,music,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0253,ui-ux,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0254,social-responsibility,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0254,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0254,mobile-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0254,travel,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0254,ui-ux,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0255,wellbeing,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0255,theatre,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0255,travel,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0256,music,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0256,languages,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0256,engineering,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0256,wellbeing,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0256,sustainability,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0257,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0257,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0257,engineering,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0257,cybersecurity,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0258,entrepreneurship,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0258,graphic-design,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0258,career,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,photography,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,health-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,ui-ux,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,mobile-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,theatre,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,music,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,sports,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0259,graphic-design,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,data-science,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,theatre,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,web-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,cybersecurity,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,international-community,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,music,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,languages,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0260,career,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0261,social-responsibility,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0261,music,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0261,career,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0261,social-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0261,theatre,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,natural-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,theatre,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0262,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,travel,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,sustainability,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,graphic-design,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,game-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,natural-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,social-responsibility,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,entrepreneurship,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0263,wellbeing,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,ui-ux,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,engineering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,health-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0264,mobile-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0265,theatre,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0265,nutrition,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0265,natural-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0265,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0265,mobile-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,health-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,career,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,volunteering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,entrepreneurship,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0266,sports,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,engineering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,sustainability,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,social-responsibility,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,international-community,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,volunteering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0267,nutrition,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,social-responsibility,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,cybersecurity,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,career,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,finance,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0268,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0269,music,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0269,entrepreneurship,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0269,mobile-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,engineering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,nutrition,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,wellbeing,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0270,languages,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0271,engineering,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0271,social-responsibility,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0271,cybersecurity,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0272,natural-sciences,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0272,career,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0272,engineering,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0273,engineering,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0273,culture,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0273,product,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,international-community,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,wellbeing,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,entrepreneurship,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,finance,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0274,music,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0275,data-science,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0275,social-responsibility,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0275,graphic-design,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0276,ui-ux,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0276,wellbeing,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0276,nutrition,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0277,natural-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0277,volunteering,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0277,health-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0277,photography,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0277,wellbeing,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,graphic-design,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,natural-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,product,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0278,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,game-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,ai,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,web-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,product,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,career,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,cybersecurity,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,international-community,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0279,natural-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,graphic-design,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,cybersecurity,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,entrepreneurship,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,web-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,photography,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0280,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0281,ui-ux,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0281,theatre,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0281,graphic-design,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0282,web-development,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0282,wellbeing,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0282,social-responsibility,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0283,culture,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0283,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0283,social-responsibility,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0283,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0283,natural-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,social-responsibility,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,social-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,finance,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0284,travel,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0285,wellbeing,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0285,languages,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0285,graphic-design,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0285,sustainability,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0286,theatre,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0286,web-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0286,volunteering,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0286,game-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,social-responsibility,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,mobile-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,finance,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0287,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0288,health-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0288,photography,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0288,cybersecurity,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0288,music,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0288,entrepreneurship,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,career,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,social-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,wellbeing,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,mobile-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,mental-health,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0289,product,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,nutrition,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,health-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,cybersecurity,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,ai,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0290,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0291,finance,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0291,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0291,photography,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0291,volunteering,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0292,culture,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0292,international-community,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0292,mobile-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0292,sustainability,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0292,cybersecurity,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
