profile_id,schema_version,university_id,program_id,education_level,class_year,interest_ids,participation_goal_ids,participation_modes,fee_preference,language_preference
197,2.0,yok-bogazici,business,bachelor,2,ui-ux;data-science;nutrition;natural-sciences;culture;engineering,career,hybrid;onsite,paid_ok,no_preference
198,2.0,yok-hacettepe,medicine,bachelor,3,health-sciences;entrepreneurship;sports;languages;sustainability,learn;compete;network,hybrid;online,free_only,no_preference
199,2.0,yok-hacettepe,graphic-design,bachelor,2,ai;social-responsibility;music;photography;wellbeing;product;volunteering;nutrition,social-impact,hybrid;onsite,free_only,tr
200,2.0,yok-yildiz,computer-engineering,bachelor,3,mobile-development;sports;culture,social-impact;compete,online,paid_ok,no_preference
201,2.0,yok-itu,medicine,bachelor,6,health-sciences;ai;graphic-design;travel,compete;career,online,paid_ok,tr
202,2.0,yok-ankara,industrial-engineering,bachelor,4,social-responsibility;graphic-design;photography;web-development;social-sciences,compete;learn,onsite,free_only,tr
203,2.0,yok-bogazici,computer-engineering,bachelor,4,music;nutrition;graphic-design;mental-health;travel,network,online;onsite,paid_ok,tr
204,2.0,yok-yildiz,computer-engineering,bachelor,1,game-development;mobile-development;music;entrepreneurship;career;cybersecurity;sustainability;travel,social-impact,online;onsite,free_only,tr
205,2.0,yok-hacettepe,graphic-design,bachelor,4,career;international-community;finance;sustainability;natural-sciences;social-responsibility;nutrition;engineering,compete;learn;network,hybrid;online,free_only,no_preference
206,2.0,yok-hacettepe,graphic-design,bachelor,2,wellbeing;nutrition;sustainability;entrepreneurship;volunteering,learn,onsite,no_preference,en
207,2.0,yok-bogazici,computer-engineering,bachelor,3,international-community;graphic-design;entrepreneurship;nutrition;natural-sciences,build-project;compete;social-impact,online;hybrid,free_only,en
208,2.0,yok-ankara,psychology,bachelor,4,web-development;culture;career;international-community;ai,career;social-impact;build-project,onsite,free_only,en
209,2.0,yok-itu,medicine,bachelor,6,languages;sustainability;nutrition;mental-health;cybersecurity;social-sciences,career;learn,online,paid_ok,tr
210,2.0,yok-ankara,graphic-design,bachelor,3,web-development;career;travel;nutrition;sports,career,online,no_preference,tr
211,2.0,yok-bogazici,computer-engineering,bachelor,2,sports;nutrition;volunteering;natural-sciences,compete;learn,hybrid,paid_ok,tr
212,2.0,yok-bogazici,industrial-engineering,bachelor,1,entrepreneurship;sustainability;engineering;game-development;theatre,compete;build-project;career,online;onsite,paid_ok,no_preference
213,2.0,yok-ankara,industrial-engineering,bachelor,3,nutrition;game-development;web-development;product;wellbeing;international-community;sports,network;compete,onsite,free_only,no_preference
214,2.0,yok-bogazici,industrial-engineering,bachelor,3,engineering;mobile-development;ui-ux;music;photography;sports,career,hybrid;onsite,free_only,en
215,2.0,yok-iyte,medicine,bachelor,6,career;cybersecurity;engineering,social-impact,online,paid_ok,tr
216,2.0,yok-bogazici,psychology,bachelor,3,wellbeing;health-sciences;social-sciences;languages,compete;social-impact,online;onsite,paid_ok,no_preference
217,2.0,yok-bogazici,business,bachelor,4,international-community;sports;photography;graphic-design,social-impact;career;learn,hybrid;onsite,paid_ok,no_preference
218,2.0,yok-iyte,business,bachelor,1,social-responsibility;health-sciences;music;ui-ux;cybersecurity;social-sciences,network,hybrid;online,no_preference,en
219,2.0,yok-hacettepe,medicine,bachelor,5,social-sciences;web-development;culture;music;entrepreneurship;graphic-design;finance;ui-ux,career;network,hybrid;onsite,paid_ok,no_preference
220,2.0,yok-yildiz,business,bachelor,4,finance;sustainability;engineering;theatre;entrepreneurship;product;mental-health,build-project;learn,online;onsite,paid_ok,no_preference
221,2.0,yok-yildiz,industrial-engineering,bachelor,3,mobile-development;engineering;game-development;sustainability;health-sciences;mental-health,compete;social-impact,hybrid,free_only,no_preference
222,2.0,yok-yildiz,psychology,bachelor,1,sustainability;international-community;natural-sciences;languages;culture,social-impact;network;build-project,hybrid,no_preference,en
223,2.0,yok-bogazici,psychology,bachelor,2,natural-sciences;ui-ux;international-community;entrepreneurship;game-development;social-responsibility;mobile-development;mental-health,network;social-impact;compete,online;hybrid,no_preference,no_preference
224,2.0,yok-yildiz,psychology,bachelor,3,ui-ux;data-science;volunteering;travel;mental-health,learn,online,no_preference,en
225,2.0,yok-itu,graphic-design,bachelor,2,travel;culture;cybersecurity;graphic-design;health-sciences;wellbeing;social-responsibility;web-development,compete,onsite,no_preference,no_preference
226,2.0,yok-yildiz,industrial-engineering,bachelor,4,wellbeing;theatre;sustainability;finance;culture,learn,onsite,no_preference,no_preference
227,2.0,yok-bogazici,graphic-design,bachelor,2,wellbeing;travel;engineering;ai;career;graphic-design,build-project,onsite,free_only,tr
228,2.0,yok-hacettepe,computer-engineering,bachelor,2,cybersecurity;culture;social-sciences;social-responsibility,career;network,hybrid;online,free_only,en
229,2.0,yok-iyte,industrial-engineering,bachelor,3,product;cybersecurity;theatre;entrepreneurship;international-community,network,onsite,no_preference,tr
230,2.0,yok-itu,business,bachelor,4,photography;sustainability;career;culture;natural-sciences;international-community;languages,compete;build-project,onsite,no_preference,tr
231,2.0,yok-yildiz,industrial-engineering,bachelor,2,ui-ux;mobile-development;sustainability,career;compete;network,online;onsite,paid_ok,no_preference
232,2.0,yok-yildiz,industrial-engineering,bachelor,4,music;languages;data-science;sustainability;natural-sciences,network;learn,onsite;online,paid_ok,no_preference
233,2.0,yok-ankara,industrial-engineering,bachelor,4,theatre;finance;volunteering;cybersecurity;music;travel,compete;social-impact;network,hybrid,paid_ok,no_preference
234,2.0,yok-itu,business,bachelor,4,cybersecurity;nutrition;finance;travel;mobile-development;web-development;sports,compete;career,hybrid;online,paid_ok,en
235,2.0,yok-hacettepe,medicine,bachelor,1,data-science;culture;photography;sports;graphic-design,build-project;career,onsite;hybrid,no_preference,en
236,2.0,yok-hacettepe,business,bachelor,3,cybersecurity;health-sciences;ai;data-science;photography,network,hybrid,free_only,no_preference
237,2.0,yok-bogazici,graphic-design,bachelor,3,photography;culture;entrepreneurship,build-project,hybrid;onsite,paid_ok,en
238,2.0,yok-itu,business,bachelor,4,sports;social-responsibility;product;mobile-development;engineering;music,network;learn,online,free_only,no_preference
239,2.0,yok-itu,medicine,bachelor,2,finance;languages;theatre;social-sciences;entrepreneurship,social-impact;compete;build-project,onsite,paid_ok,en
240,2.0,yok-hacettepe,graphic-design,bachelor,2,ui-ux;social-responsibility;mental-health;natural-sciences;sports;career,social-impact;build-project;learn,hybrid;online,no_preference,no_preference
241,2.0,yok-yildiz,industrial-engineering,bachelor,1,social-responsibility;natural-sciences;web-development;mobile-development,social-impact,onsite;online,no_preference,no_preference
242,2.0,yok-hacettepe,graphic-design,bachelor,4,ui-ux;web-development;music,compete;network,onsite;hybrid,free_only,tr
243,2.0,yok-bogazici,medicine,bachelor,6,international-community;product;entrepreneurship;ai,learn,onsite;online,paid_ok,en
244,2.0,yok-hacettepe,industrial-engineering,bachelor,2,mobile-development;travel;finance,learn,online;hybrid,paid_ok,en
245,2.0,yok-yildiz,computer-engineering,bachelor,1,mobile-development;health-sciences;cybersecurity;wellbeing;travel;sports,network,hybrid,no_preference,no_preference
246,2.0,yok-ankara,computer-engineering,bachelor,1,mobile-development;web-development;finance,build-project;learn;career,hybrid;online,paid_ok,no_preference
247,2.0,yok-hacettepe,computer-engineering,bachelor,2,cybersecurity;ui-ux;travel;game-development,career,onsite;hybrid,paid_ok,no_preference
248,2.0,yok-ankara,business,bachelor,1,social-responsibility;social-sciences;natural-sciences;game-development;travel;data-science,social-impact;network;compete,hybrid;online,no_preference,no_preference
249,2.0,yok-bogazici,business,bachelor,4,data-science;languages;mental-health;international-community;photography;entrepreneurship;career,social-impact,onsite,paid_ok,no_preference
250,2.0,yok-hacettepe,medicine,bachelor,5,natural-sciences;social-responsibility;travel;international-community;mobile-development,network;compete,online,free_only,tr
251,2.0,yok-hacettepe,industrial-engineering,bachelor,4,health-sciences;natural-sciences;game-development;social-responsibility;languages;volunteering;sports,compete,online,no_preference,tr
252,2.0,yok-bogazici,industrial-engineering,bachelor,3,ui-ux;sports;social-sciences;game-development;career;wellbeing;travel;graphic-design,build-project,hybrid,free_only,tr
253,2.0,yok-hacettepe,graphic-design,bachelor,4,web-development;health-sciences;natural-sciences;photography;music;ui-ux,social-impact;build-project;learn,onsite;hybrid,no_preference,tr
254,2.0,yok-bogazici,graphic-design,bachelor,1,social-responsibility;mental-health;mobile-development;travel;ui-ux,network;career;learn,onsite,paid_ok,no_preference
255,2.0,yok-itu,industrial-engineering,bachelor,4,wellbeing;theatre;travel,social-impact,onsite;online,free_only,no_preference
256,2.0,yok-yildiz,graphic-design,bachelor,2,music;languages;engineering;wellbeing;sustainability,build-project;social-impact;learn,hybrid,no_preference,tr
257,2.0,yok-itu,graphic-design,bachelor,1,product;health-sciences;engineering;cybersecurity,network,hybrid;online,no_preference,en
258,2.0,yok-bogazici,business,bachelor,4,entrepreneurship;graphic-design;career,career;learn;network,hybrid,free_only,no_preference
259,2.0,yok-iyte,business,bachelor,4,photography;health-sciences;ui-ux;mobile-development;theatre;music;sports;graphic-design,learn;compete;career,onsite,paid_ok,no_preference
260,2.0,yok-iyte,computer-engineering,bachelor,3,data-science;theatre;web-development;cybersecurity;international-community;music;languages;career,build-project,hybrid;online,free_only,no_preference
261,2.0,yok-ankara,business,bachelor,2,social-responsibility;music;career;social-sciences;theatre,compete;learn,hybrid;onsite,no_preference,tr
262,2.0,yok-itu,business,bachelor,1,volunteering;sustainability;natural-sciences;theatre;sports;international-community;music,build-project;network;learn,hybrid;onsite,paid_ok,no_preference
263,2.0,yok-itu,business,bachelor,3,travel;sustainability;graphic-design;game-development;natural-sciences;social-responsibility;entrepreneurship;wellbeing,career,onsite;hybrid,free_only,tr
264,2.0,yok-yildiz,business,bachelor,3,ui-ux;volunteering;culture;engineering;languages;health-sciences;mobile-development,career;network;social-impact,onsite;online,no_preference,tr
265,2.0,yok-yildiz,graphic-design,bachelor,4,theatre;nutrition;natural-sciences;data-science;mobile-development,social-impact;network;learn,onsite;hybrid,paid_ok,no_preference
266,2.0,yok-iyte,industrial-engineering,bachelor,1,health-sciences;career;game-development;volunteering;entrepreneurship;sports,career;compete;network,hybrid,free_only,tr
267,2.0,yok-iyte,business,bachelor,1,engineering;sustainability;social-responsibility;international-community;volunteering;nutrition,career,onsite;online,paid_ok,en
268,2.0,yok-yildiz,graphic-design,bachelor,1,social-responsibility;sports;cybersecurity;career;entrepreneurship;finance;music,network,hybrid,no_preference,en
269,2.0,yok-bogazici,medicine,bachelor,5,music;entrepreneurship;mobile-development,career;network,onsite,no_preference,tr
270,2.0,yok-hacettepe,business,bachelor,4,engineering;social-sciences;nutrition;wellbeing;game-development;languages,social-impact;learn,onsite,free_only,tr
271,2.0,yok-ankara,psychology,bachelor,2,engineering;social-responsibility;cybersecurity,career;social-impact;learn,online;hybrid,free_only,no_preference
272,2.0,yok-bogazici,psychology,bachelor,3,natural-sciences;career;engineering,build-project;compete;learn,online;onsite,paid_ok,tr
273,2.0,yok-hacettepe,medicine,bachelor,4,engineering;culture;product,build-project;career;social-impact,hybrid;onsite,paid_ok,no_preference
274,2.0,yok-yildiz,business,bachelor,1,international-community;social-sciences;wellbeing;entrepreneurship;finance;music,social-impact;career;network,onsite,no_preference,no_preference
275,2.0,yok-hacettepe,psychology,bachelor,2,data-science;social-responsibility;graphic-design,career;build-project;learn,online;onsite,paid_ok,en
276,2.0,yok-iyte,psychology,bachelor,2,ui-ux;wellbeing;nutrition,build-project,online;onsite,paid_ok,no_preference
277,2.0,yok-bogazici,medicine,bachelor,2,natural-sciences;volunteering;health-sciences;photography;wellbeing,career,hybrid,paid_ok,en
278,2.0,yok-ankara,industrial-engineering,bachelor,1,music;graphic-design;volunteering;natural-sciences;product;sports;photography,learn;build-project,hybrid;onsite,no_preference,en
279,2.0,yok-iyte,business,bachelor,2,game-development;ai;web-development;product;career;cybersecurity;international-community;natural-sciences,compete;network,hybrid;online,paid_ok,tr
280,2.0,yok-ankara,computer-engineering,bachelor,4,graphic-design;cybersecurity;entrepreneurship;web-development;photography;game-development,compete;build-project;network,onsite,free_only,no_preference
281,2.0,yok-hacettepe,psychology,bachelor,2,ui-ux;theatre;graphic-design,career,onsite,free_only,en
282,2.0,yok-hacettepe,computer-engineering,bachelor,4,web-development;wellbeing;social-responsibility,network,hybrid;online,free_only,en
283,2.0,yok-ankara,psychology,bachelor,3,culture;data-science;social-responsibility;mental-health;natural-sciences,social-impact,onsite,paid_ok,en
284,2.0,yok-bogazici,industrial-engineering,bachelor,3,international-community;culture;social-responsibility;social-sciences;music;finance;travel,social-impact;career,hybrid,free_only,en
285,2.0,yok-ankara,medicine,bachelor,4,wellbeing;languages;graphic-design;sustainability,network;career;social-impact,onsite,paid_ok,tr
286,2.0,yok-itu,psychology,bachelor,4,theatre;web-development;volunteering;game-development,social-impact,online;hybrid,paid_ok,tr
287,2.0,yok-bogazici,graphic-design,bachelor,4,music;social-responsibility;mobile-development;photography;sustainability;finance;entrepreneurship,social-impact;compete,online,paid_ok,tr
288,2.0,yok-yildiz,computer-engineering,bachelor,1,health-sciences;photography;cybersecurity;music;entrepreneurship,build-project;compete,online,paid_ok,no_preference
289,2.0,yok-ankara,industrial-engineering,bachelor,2,career;music;social-sciences;wellbeing;mobile-development;mental-health;product,network;build-project;compete,onsite,free_only,no_preference
290,2.0,yok-yildiz,graphic-design,bachelor,2,volunteering;nutrition;health-sciences;languages;cybersecurity;ai;sustainability,learn;career;compete,hybrid;onsite,paid_ok,tr
291,2.0,yok-ankara,graphic-design,bachelor,4,finance;product;photography;volunteering,build-project;career;compete,hybrid,no_preference,tr
292,2.0,yok-hacettepe,graphic-design,bachelor,1,culture;international-community;mobile-development;sustainability;cybersecurity;volunteering;entrepreneurship;engineering,career;learn;build-project,onsite;online,no_preference,no_preference
293,2.0,yok-yildiz,business,bachelor,3,volunteering;music;nutrition;web-development;product;mobile-development;sustainability;international-community,build-project;social-impact;career,online,free_only,en
294,2.0,yok-yildiz,industrial-engineering,bachelor,2,web-development;cybersecurity;theatre;nutrition;game-development,social-impact;build-project,online,no_preference,no_preference
295,2.0,yok-itu,graphic-design,bachelor,4,health-sciences;entrepreneurship;nutrition;wellbeing;languages,build-project,online,no_preference,no_preference
296,2.0,yok-yildiz,computer-engineering,bachelor,2,sports;entrepreneurship;career;theatre,social-impact,onsite;hybrid,no_preference,en
297,2.0,yok-iyte,business,bachelor,1,sustainability;culture;travel;product;mental-health,build-project;compete;career,hybrid,free_only,no_preference
298,2.0,yok-itu,business,bachelor,2,cybersecurity;culture;finance;photography;health-sciences,career;build-project,online,no_preference,no_preference
299,2.0,yok-ankara,computer-engineering,bachelor,1,data-science;entrepreneurship;mobile-development;web-development;social-sciences;engineering,social-impact,online;hybrid,paid_ok,no_preference
300,2.0,yok-hacettepe,medicine,bachelor,3,sustainability;entrepreneurship;career;culture;data-science;web-development,social-impact,onsite;online,free_only,no_preference
301,2.0,yok-bogazici,medicine,bachelor,4,languages;data-science;music;mental-health;game-development;entrepreneurship,network,onsite,no_preference,tr
302,2.0,yok-yildiz,graphic-design,bachelor,1,career;data-science;mobile-development,compete,online,no_preference,en
303,2.0,yok-bogazici,graphic-design,bachelor,2,sports;cybersecurity;graphic-design;web-development;game-development,social-impact;career,onsite;online,free_only,en
304,2.0,yok-ankara,medicine,bachelor,2,finance;languages;travel,build-project;network;career,hybrid;onsite,paid_ok,no_preference
305,2.0,yok-iyte,graphic-design,bachelor,2,sports;music;engineering;nutrition;photography;languages,career;social-impact,onsite;online,no_preference,no_preference
306,2.0,yok-hacettepe,computer-engineering,bachelor,1,career;product;game-development;social-sciences,compete;build-project;network,online,free_only,no_preference
307,2.0,yok-ankara,industrial-engineering,bachelor,3,nutrition;languages;data-science;theatre;game-development,build-project;compete;social-impact,onsite;hybrid,paid_ok,tr
308,2.0,yok-iyte,medicine,bachelor,3,finance;engineering;nutrition;natural-sciences;entrepreneurship;wellbeing,compete;social-impact;network,hybrid;onsite,free_only,en
309,2.0,yok-itu,business,bachelor,3,graphic-design;ui-ux;entrepreneurship,network;compete;career,onsite;hybrid,paid_ok,tr
310,2.0,yok-itu,psychology,bachelor,2,health-sciences;culture;game-development;product,network;learn;career,online;hybrid,no_preference,no_preference
311,2.0,yok-yildiz,business,bachelor,1,ai;sustainability;data-science;international-community,social-impact,onsite;hybrid,free_only,en
312,2.0,yok-itu,business,bachelor,4,data-science;travel;ai;photography;theatre,network,online,no_preference,tr
313,2.0,yok-iyte,medicine,bachelor,6,volunteering;travel;culture;nutrition;cybersecurity;social-responsibility,build-project;learn,online,free_only,tr
314,2.0,yok-hacettepe,business,bachelor,3,natural-sciences;graphic-design;nutrition;wellbeing;photography,social-impact,hybrid,no_preference,en
315,2.0,yok-yildiz,business,bachelor,4,theatre;music;photography;natural-sciences;international-community;ui-ux,learn;career;social-impact,online,no_preference,no_preference
316,2.0,yok-yildiz,computer-engineering,bachelor,1,wellbeing;nutrition;travel;health-sciences;social-sciences;natural-sciences;career;finance,career;learn;build-project,onsite,free_only,en
317,2.0,yok-itu,business,bachelor,4,entrepreneurship;game-development;international-community;nutrition;music;social-responsibility;ai;culture,learn;build-project,onsite;hybrid,free_only,no_preference
318,2.0,yok-iyte,business,bachelor,1,sustainability;volunteering;data-science;languages,career;learn,hybrid,paid_ok,tr
319,2.0,yok-hacettepe,graphic-design,bachelor,3,volunteering;finance;cybersecurity;travel;product;ai;game-development,learn;network,online,free_only,no_preference
320,2.0,yok-bogazici,medicine,bachelor,2,nutrition;volunteering;sports;cybersecurity,learn;career;social-impact,hybrid;onsite,free_only,en
321,2.0,yok-iyte,business,bachelor,4,finance;career;photography;web-development,build-project,online;onsite,no_preference,en
322,2.0,yok-yildiz,computer-engineering,bachelor,4,travel;career;culture;data-science;engineering;music,learn;social-impact,online;hybrid,paid_ok,no_preference
323,2.0,yok-ankara,industrial-engineering,bachelor,3,languages;mental-health;sustainability;web-development;photography;game-development;sports;culture,network,onsite;online,free_only,no_preference
324,2.0,yok-ankara,industrial-engineering,bachelor,3,music;mobile-development;finance;sports;data-science;international-community;photography;ui-ux,learn;career,onsite;hybrid,no_preference,no_preference
325,2.0,yok-ankara,graphic-design,bachelor,1,nutrition;wellbeing;theatre;ui-ux;engineering;health-sciences,build-project;social-impact;network,hybrid,no_preference,no_preference
326,2.0,yok-itu,computer-engineering,bachelor,3,social-responsibility;web-development;graphic-design;game-development,network,hybrid;online,paid_ok,tr
327,2.0,yok-bogazici,computer-engineering,bachelor,1,wellbeing;sustainability;web-development;finance;culture,social-impact;network;career,online;hybrid,free_only,no_preference
328,2.0,yok-ankara,psychology,bachelor,4,social-sciences;finance;sustainability;nutrition;natural-sciences;volunteering,network;build-project,onsite,no_preference,no_preference
329,2.0,yok-itu,industrial-engineering,bachelor,3,travel;sports;culture;graphic-design;theatre;volunteering;web-development;career,learn,online,free_only,tr
330,2.0,yok-itu,graphic-design,bachelor,4,languages;mental-health;product;volunteering;theatre;health-sciences,social-impact;career;network,online;onsite,no_preference,no_preference
331,2.0,yok-iyte,medicine,bachelor,1,photography;nutrition;entrepreneurship,career;compete,onsite;online,free_only,en
332,2.0,yok-itu,computer-engineering,bachelor,4,social-sciences;languages;wellbeing;nutrition;product;volunteering;data-science,learn;social-impact,online;onsite,free_only,tr
333,2.0,yok-itu,business,bachelor,3,culture;photography;social-sciences;wellbeing;sustainability,compete;social-impact;career,hybrid,paid_ok,tr
334,2.0,yok-bogazici,medicine,bachelor,5,nutrition;mobile-development;engineering;international-community,learn;career,onsite,free_only,en
335,2.0,yok-itu,graphic-design,bachelor,4,ui-ux;theatre;engineering;mobile-development,learn,onsite,free_only,no_preference
336,2.0,yok-ankara,psychology,bachelor,3,web-development;music;engineering;sports;mobile-development,learn;compete;network,hybrid;onsite,no_preference,en
337,2.0,yok-yildiz,business,bachelor,2,social-responsibility;graphic-design;mental-health;international-community,compete,onsite,free_only,no_preference
338,2.0,yok-hacettepe,psychology,bachelor,4,health-sciences;photography;languages;graphic-design,career;build-project;social-impact,onsite,free_only,en
339,2.0,yok-itu,business,bachelor,2,culture;finance;ai,learn;career;network,online;onsite,paid_ok,en
340,2.0,yok-bogazici,psychology,bachelor,2,game-development;theatre;ui-ux;graphic-design,network;build-project;compete,hybrid;onsite,paid_ok,en
341,2.0,yok-yildiz,industrial-engineering,bachelor,3,mobile-development;mental-health;international-community;health-sciences,learn;network,onsite,free_only,no_preference
342,2.0,yok-iyte,graphic-design,bachelor,2,health-sciences;ui-ux;international-community;wellbeing;cybersecurity;mental-health;travel,network;learn,hybrid,no_preference,en
343,2.0,yok-yildiz,computer-engineering,bachelor,2,social-responsibility;web-development;career;graphic-design,network;social-impact;compete,hybrid;onsite,no_preference,no_preference
344,2.0,yok-hacettepe,graphic-design,bachelor,4,volunteering;sports;mobile-development,social-impact,onsite;online,no_preference,en
345,2.0,yok-itu,industrial-engineering,bachelor,1,natural-sciences;wellbeing;entrepreneurship,social-impact;network;build-project,hybrid;onsite,no_preference,no_preference
346,2.0,yok-iyte,business,bachelor,2,product;game-development;international-community;theatre,network;career;build-project,online;onsite,paid_ok,no_preference
347,2.0,yok-iyte,graphic-design,bachelor,4,theatre;wellbeing;photography;languages;natural-sciences,learn;compete;network,onsite,paid_ok,tr
348,2.0,yok-yildiz,computer-engineering,bachelor,4,social-responsibility;international-community;music,compete,hybrid;online,free_only,tr
349,2.0,yok-yildiz,industrial-engineering,bachelor,3,natural-sciences;nutrition;culture,compete;learn,hybrid,no_preference,tr
350,2.0,yok-yildiz,industrial-engineering,bachelor,4,photography;engineering;ai;social-responsibility;game-development;career,social-impact,hybrid,no_preference,en
351,2.0,yok-bogazici,psychology,bachelor,1,travel;ai;languages;finance;mobile-development;engineering,build-project,online,free_only,no_preference
352,2.0,yok-iyte,medicine,bachelor,1,ai;theatre;health-sciences;game-development;social-sciences;career,social-impact,hybrid;online,free_only,no_preference
353,2.0,yok-ankara,graphic-design,bachelor,1,health-sciences;languages;ai;mental-health;travel,compete;social-impact;build-project,online,paid_ok,tr
354,2.0,yok-bogazici,computer-engineering,bachelor,2,game-development;graphic-design;nutrition;music;social-responsibility;career,learn;network;build-project,online,paid_ok,tr
355,2.0,yok-iyte,industrial-engineering,bachelor,1,data-science;ai;cybersecurity;finance,network,onsite,no_preference,en
356,2.0,yok-yildiz,medicine,bachelor,1,entrepreneurship;social-responsibility;volunteering;engineering;ai;photography;sports,build-project;learn,hybrid;onsite,paid_ok,tr
357,2.0,yok-itu,computer-engineering,bachelor,4,music;international-community;mental-health;career;volunteering;photography;cybersecurity,compete;network,online,paid_ok,no_preference
358,2.0,yok-yildiz,graphic-design,bachelor,2,international-community;mobile-development;nutrition,career,hybrid,no_preference,tr
359,2.0,yok-iyte,graphic-design,bachelor,1,game-development;natural-sciences;music;finance,social-impact;career;compete,hybrid;online,no_preference,tr
360,2.0,yok-bogazici,industrial-engineering,bachelor,1,finance;international-community;theatre;mobile-development,social-impact;build-project,onsite,free_only,en
361,2.0,yok-hacettepe,psychology,bachelor,1,health-sciences;natural-sciences;career;mental-health;nutrition;international-community;game-development;web-development,career,online;hybrid,no_preference,en
362,2.0,yok-itu,business,bachelor,2,game-development;ai;finance;cybersecurity;wellbeing,social-impact;career,onsite;online,paid_ok,no_preference
363,2.0,yok-bogazici,business,bachelor,4,ai;engineering;culture;mental-health,social-impact,onsite,free_only,no_preference
364,2.0,yok-iyte,psychology,bachelor,1,languages;music;finance;natural-sciences;travel,network;career,hybrid,paid_ok,no_preference
365,2.0,yok-bogazici,industrial-engineering,bachelor,1,sports;engineering;mental-health;social-responsibility;ai;web-development;data-science;mobile-development,social-impact,onsite,free_only,tr
366,2.0,yok-bogazici,computer-engineering,bachelor,3,sports;ai;music;social-sciences,compete,hybrid;onsite,no_preference,no_preference
367,2.0,yok-hacettepe,industrial-engineering,bachelor,1,social-sciences;sustainability;theatre;ai;international-community;wellbeing,compete;social-impact;career,hybrid,free_only,no_preference
368,2.0,yok-bogazici,medicine,bachelor,2,wellbeing;natural-sciences;music;entrepreneurship;product,social-impact;build-project,onsite,free_only,no_preference
369,2.0,yok-hacettepe,graphic-design,bachelor,3,natural-sciences;engineering;nutrition;mobile-development;sports;sustainability,career,onsite;online,free_only,en
370,2.0,yok-hacettepe,graphic-design,bachelor,1,volunteering;ai;social-responsibility,social-impact,online;hybrid,no_preference,no_preference
371,2.0,yok-itu,industrial-engineering,bachelor,3,culture;international-community;social-sciences;finance;music;health-sciences;sustainability;languages,learn;career;compete,onsite;online,paid_ok,no_preference
372,2.0,yok-yildiz,medicine,bachelor,3,volunteering;web-development;product,social-impact,hybrid,free_only,en
373,2.0,yok-ankara,medicine,bachelor,3,nutrition;mental-health;theatre;international-community;engineering;music,build-project;career,online;onsite,no_preference,tr
374,2.0,yok-hacettepe,medicine,bachelor,4,social-sciences;health-sciences;ui-ux;photography;wellbeing;ai;entrepreneurship;music,learn,hybrid,paid_ok,tr
375,2.0,yok-hacettepe,psychology,bachelor,3,music;entrepreneurship;cybersecurity,career;compete,hybrid;online,no_preference,no_preference
376,2.0,yok-bogazici,business,bachelor,1,data-science;ui-ux;ai;photography,compete,online;onsite,no_preference,en
377,2.0,yok-itu,medicine,bachelor,1,entrepreneurship;cybersecurity;mobile-development;photography;engineering;natural-sciences;sports;graphic-design,compete;network,hybrid,no_preference,no_preference
378,2.0,yok-iyte,business,bachelor,2,natural-sciences;languages;photography;graphic-design,compete;build-project,onsite;hybrid,no_preference,en
379,2.0,yok-hacettepe,business,bachelor,3,culture;social-responsibility;graphic-design;mobile-development;nutrition,compete;social-impact;career,online,free_only,no_preference
380,2.0,yok-hacettepe,graphic-design,bachelor,4,engineering;languages;travel;social-sciences,network,online,free_only,tr
381,2.0,yok-yildiz,graphic-design,bachelor,1,volunteering;social-sciences;career;ai;game-development;web-development,network;learn;career,online,free_only,no_preference
382,2.0,yok-hacettepe,graphic-design,bachelor,4,graphic-design;career;music;photography;nutrition;social-responsibility;finance;culture,network,hybrid;online,free_only,tr
383,2.0,yok-hacettepe,medicine,bachelor,6,product;career;ui-ux;theatre;finance;wellbeing,social-impact;build-project;network,onsite,paid_ok,no_preference
384,2.0,yok-yildiz,graphic-design,bachelor,1,volunteering;photography;sports;finance;natural-sciences;sustainability;culture;cybersecurity,career;build-project,online;hybrid,paid_ok,tr
385,2.0,yok-hacettepe,business,bachelor,1,sports;web-development;wellbeing;finance;ui-ux,network;compete,hybrid,paid_ok,en
386,2.0,yok-yildiz,business,bachelor,1,product;sustainability;volunteering;ui-ux;languages;music;game-development,social-impact;build-project;learn,onsite;online,free_only,no_preference
387,2.0,yok-hacettepe,graphic-design,bachelor,3,international-community;graphic-design;photography;wellbeing,build-project;learn;network,onsite;hybrid,free_only,tr
388,2.0,yok-ankara,medicine,bachelor,6,volunteering;engineering;international-community;graphic-design;mobile-development;music;data-science;sports,career;build-project;learn,hybrid,no_preference,tr
389,2.0,yok-yildiz,medicine,bachelor,6,music;finance;health-sciences;sustainability;ai;natural-sciences,network;compete,hybrid;onsite,paid_ok,en
390,2.0,yok-hacettepe,computer-engineering,bachelor,2,music;product;international-community;sports,career,online;hybrid,no_preference,tr
391,2.0,yok-itu,computer-engineering,bachelor,3,sustainability;wellbeing;music;engineering;photography;game-development,build-project,online;hybrid,free_only,en
392,2.0,yok-yildiz,psychology,bachelor,3,career;languages;natural-sciences;entrepreneurship;theatre;ai,build-project;career,hybrid;onsite,paid_ok,tr
393,2.0,yok-yildiz,medicine,bachelor,3,mobile-development;international-community;nutrition;theatre;mental-health;culture;finance;social-sciences,career,hybrid,no_preference,no_preference
394,2.0,yok-bogazici,industrial-engineering,bachelor,1,nutrition;social-sciences;travel;sports;health-sciences;entrepreneurship;mental-health;finance,career;learn;social-impact,online;onsite,paid_ok,tr
