interaction_id,profile_id,event_id,action,dwell_time_seconds,interest_overlap_count,goal_overlap_count
4630,144,27,view_detail,18,1,0
4631,658,241,like,65,0,0
4632,505,80,like,63,2,0
4633,791,352,view_detail,90,0,0
4634,267,298,apply,46,0,1
4635,864,489,skip,1,0,0
4636,885,50,skip,1,0,0
4637,344,70,apply,88,1,0
4638,648,382,skip,4,1,1
4639,428,226,skip,3,0,1
4640,183,132,skip,5,0,0
4641,880,243,save,8,1,1
4642,144,322,skip,1,0,1
4643,990,382,skip,3,0,1
4644,943,150,save,12,0,1
4645,627,499,like,70,1,2
4646,486,476,apply,44,0,1
4647,258,334,view_detail,65,1,1
4648,454,16,skip,1,1,1
4649,823,492,skip,2,0,0
4650,881,477,skip,3,0,0
4651,558,220,like,81,1,2
4652,781,239,like,44,0,1
4653,757,106,skip,4,0,1
4654,578,121,view_detail,82,0,1
4655,317,278,skip,4,1,1
4656,828,19,skip,4,0,0
4657,45,420,skip,2,0,1
4658,853,401,view_detail,56,0,1
4659,256,18,save,43,1,2
4660,96,492,view_detail,7,0,0
4661,571,224,skip,3,0,1
4662,206,296,skip,1,0,0
4663,352,68,skip,3,1,1
4664,397,406,skip,1,0,0
4665,970,336,view_detail,84,0,1
4666,160,470,apply,43,1,0
4667,26,282,like,66,1,1
4668,699,200,skip,3,0,1
4669,168,324,view_detail,35,1,1
4670,992,136,skip,1,0,1
4671,376,436,view_detail,72,2,0
4672,322,370,skip,2,1,0
4673,359,233,like,12,0,2
4674,190,414,view_detail,88,1,1
4675,407,7,view_detail,51,0,1
4676,103,462,apply,50,1,1
4677,414,105,view_detail,42,0,1
4678,803,424,skip,3,1,0
4679,605,75,skip,4,0,0
4680,347,223,view_detail,11,1,2
4681,247,62,skip,2,0,0
4682,787,308,like,51,0,2
4683,674,154,view_detail,9,1,0
4684,615,350,skip,4,1,0
4685,944,408,like,46,1,1
4686,938,215,view_detail,77,0,0
4687,77,327,skip,5,1,0
4688,890,453,save,34,0,1
4689,737,270,save,14,0,1
4690,533,163,skip,5,0,0
4691,690,372,save,28,0,1
4692,948,183,view_detail,47,0,1
4693,167,94,skip,1,0,0
4694,521,413,skip,5,1,1
4695,396,297,view_detail,86,0,2
4696,977,226,skip,1,1,0
4697,319,464,skip,5,0,0
4698,230,212,save,46,0,1
4699,362,209,skip,5,0,2
4700,395,452,view_detail,23,0,1
4701,115,49,view_detail,90,1,0
4702,852,390,view_detail,50,1,1
4703,614,155,like,24,1,1
4704,651,253,skip,1,1,1
4705,620,87,view_detail,77,1,1
4706,234,214,view_detail,62,0,0
4707,517,219,skip,4,0,0
4708,609,174,save,81,1,1
4709,575,112,skip,2,0,1
4710,915,38,save,59,1,1
4711,65,497,apply,68,1,0
4712,1000,55,like,11,1,0
4713,175,251,skip,5,0,1
4714,207,301,apply,87,1,2
4715,39,360,skip,5,0,1
4716,7,82,skip,3,0,1
4717,802,250,view_detail,54,0,0
4718,811,148,save,28,0,0
4719,300,332,skip,1,2,0
4720,522,328,like,47,1,1
4721,969,162,apply,46,0,0
4722,283,28,skip,5,0,0
4723,865,237,like,23,0,1
4724,906,160,view_detail,82,0,2
4725,172,233,skip,5,0,0
4726,797,393,view_detail,77,1,1
4727,885,202,save,68,0,0
4728,286,178,skip,2,0,0
4729,735,316,save,81,0,0
4730,762,221,view_detail,40,1,0
4731,79,452,skip,3,0,0
4732,583,489,apply,52,0,0
4733,418,43,skip,2,0,1
4734,366,48,skip,1,0,1
4735,663,314,like,74,0,2
4736,985,407,skip,5,1,1
4737,878,103,skip,1,1,0
4738,353,310,save,38,0,2
4739,674,89,skip,4,0,0
4740,141,190,skip,3,1,1
4741,891,23,skip,5,0,0
4742,628,160,apply,73,1,1
4743,753,116,save,26,1,1
4744,285,35,save,36,0,0
4745,537,443,like,85,0,2
4746,901,99,skip,3,0,0
4747,738,33,save,11,0,0
4748,459,472,skip,3,0,1
4749,359,409,skip,4,0,2
4750,15,480,like,63,1,0
4751,185,476,like,39,0,0
4752,11,414,like,19,0,0
4753,885,90,view_detail,45,1,0
4754,185,415,apply,52,2,0
4755,303,20,like,20,0,0
4756,212,139,view_detail,45,0,0
4757,975,239,skip,1,1,1
4758,257,420,skip,1,0,0
4759,696,292,skip,5,1,0
4760,552,11,apply,18,0,0
4761,165,317,view_detail,21,0,0
4762,837,173,skip,5,0,1
4763,614,56,skip,4,1,0
4764,512,457,like,77,1,0
4765,180,493,view_detail,6,0,1
4766,748,229,skip,3,0,2
4767,3,423,view_detail,70,1,1
4768,386,157,view_detail,62,0,1
4769,544,77,like,73,1,0
4770,194,498,like,79,0,1
4771,399,182,apply,81,1,1
4772,44,378,save,86,0,2
4773,269,363,skip,1,0,0
4774,217,120,view_detail,19,0,0
4775,698,110,skip,1,0,1
4776,630,2,like,36,0,0
4777,676,278,skip,4,1,0
4778,371,492,like,82,1,1
4779,660,66,view_detail,59,1,1
4780,916,129,skip,1,0,0
4781,542,329,skip,4,0,0
4782,713,222,like,83,1,1
4783,112,152,apply,17,1,0
4784,794,240,skip,1,1,1
4785,237,44,skip,1,0,1
4786,830,5,skip,2,0,0
4787,811,106,apply,78,1,1
4788,595,223,skip,2,0,0
4789,310,286,view_detail,43,0,1
4790,262,41,view_detail,74,0,2
4791,45,35,skip,1,0,0
4792,408,209,view_detail,59,1,1
4793,503,135,skip,2,0,1
4794,592,134,save,28,0,2
4795,246,272,skip,5,0,2
4796,959,195,skip,3,0,0
4797,243,226,skip,2,0,1
4798,853,290,like,42,1,1
4799,165,456,skip,3,0,1
4800,470,233,save,33,0,1
4801,234,55,view_detail,15,0,1
4802,245,18,skip,1,0,1
4803,618,234,apply,53,1,0
4804,632,333,skip,5,0,1
4805,849,490,view_detail,41,0,1
4806,657,131,save,60,1,0
4807,104,497,skip,3,0,0
4808,486,249,skip,3,0,0
4809,625,451,skip,1,0,1
4810,957,24,view_detail,89,0,1
4811,809,385,skip,4,1,0
4812,389,182,view_detail,21,0,1
4813,405,92,skip,4,0,2
4814,110,57,like,14,0,1
4815,568,111,view_detail,63,0,1
4816,621,121,skip,5,0,0
4817,592,381,skip,1,0,1
4818,571,225,skip,1,0,0
4819,291,69,skip,5,0,0
4820,379,306,skip,3,0,3
4821,816,413,view_detail,35,0,2
4822,822,327,save,52,0,0
4823,92,478,skip,1,0,0
4824,461,388,like,75,0,2
4825,383,286,save,33,0,2
4826,838,292,save,79,1,0
4827,334,195,view_detail,66,0,0
4828,846,61,view_detail,88,0,1
4829,943,148,skip,3,0,0
4830,206,324,skip,1,0,0
4831,416,32,skip,5,0,0
4832,635,82,skip,4,0,0
4833,158,120,skip,1,0,0
4834,82,291,view_detail,25,1,0
4835,1,249,skip,2,0,0
4836,515,33,view_detail,58,1,0
4837,411,453,view_detail,10,0,0
4838,297,281,like,68,1,1
4839,808,51,like,16,1,1
4840,238,46,skip,4,0,1
4841,640,167,save,72,0,1
4842,841,15,skip,4,0,1
4843,402,345,save,43,0,1
4844,879,177,view_detail,9,1,1
4845,698,496,skip,1,0,2
4846,471,14,like,47,0,1
4847,869,166,skip,2,0,0
4848,191,387,skip,1,0,0
4849,558,134,skip,5,1,2
4850,45,155,skip,1,0,0
4851,580,108,view_detail,32,0,1
4852,86,492,view_detail,82,0,0
4853,776,304,view_detail,27,0,1
4854,422,441,view_detail,44,2,0
4855,878,345,view_detail,64,1,2
4856,659,360,skip,4,0,0
4857,543,84,skip,3,0,1
4858,463,242,skip,1,0,0
4859,426,363,skip,1,1,1
4860,254,43,view_detail,62,1,0
4861,730,206,skip,2,1,0
4862,700,241,skip,1,0,1
4863,154,115,like,37,0,1
4864,763,137,view_detail,45,1,0
4865,439,252,skip,2,0,0
4866,313,16,save,63,1,0
4867,141,402,skip,4,0,0
4868,473,146,skip,2,0,0
4869,712,319,skip,2,1,0
4870,811,468,save,77,1,0
4871,418,497,save,84,1,1
4872,360,94,like,85,1,0
4873,105,369,apply,44,0,1
4874,497,182,save,12,1,1
4875,169,413,view_detail,46,1,1
4876,484,402,skip,1,1,0
4877,911,113,skip,5,1,0
4878,774,31,like,86,0,2
4879,283,411,skip,2,0,0
4880,535,1,skip,1,0,2
4881,197,118,like,9,0,0
4882,636,154,like,80,1,0
4883,550,383,like,45,0,1
4884,757,268,like,74,0,0
4885,992,466,skip,3,0,1
4886,5,37,save,11,1,1
4887,432,213,view_detail,75,1,0
4888,107,464,view_detail,53,1,0
4889,516,288,skip,3,0,0
4890,969,156,view_detail,40,0,0
4891,418,261,apply,83,0,1
4892,875,252,skip,4,0,0
4893,622,186,view_detail,55,0,1
4894,407,491,view_detail,51,0,0
4895,174,142,skip,1,0,2
4896,788,322,view_detail,69,0,0
4897,501,92,skip,4,0,1
4898,291,100,save,57,0,2
4899,542,428,save,76,1,1
4900,744,433,skip,3,0,1
4901,685,460,view_detail,10,1,1
4902,640,195,view_detail,11,0,0
4903,374,40,like,44,0,0
4904,702,64,save,60,0,0
4905,437,64,skip,5,1,2
4906,76,487,apply,90,2,1
4907,727,44,view_detail,87,2,1
4908,805,168,view_detail,65,0,0
4909,299,161,save,48,0,1
4910,330,409,apply,29,1,1
4911,712,181,save,72,1,0
4912,974,76,like,44,0,2
4913,54,208,skip,5,0,0
4914,884,269,skip,3,0,1
4915,802,357,apply,39,1,0
4916,363,138,skip,4,0,0
4917,458,167,skip,5,0,1
4918,426,99,save,27,1,0
4919,336,375,skip,4,0,0
4920,464,170,skip,1,1,2
4921,944,482,skip,2,0,1
4922,257,479,skip,2,0,1
4923,851,174,save,46,1,0
4924,565,385,skip,4,0,2
4925,778,212,like,12,0,0
4926,171,146,skip,2,1,1
4927,731,131,skip,5,0,2
4928,971,472,like,22,1,2
4929,220,249,apply,77,1,1
4930,607,483,skip,5,2,0
4931,193,453,like,22,0,1
4932,230,413,like,23,2,1
4933,750,104,view_detail,17,0,1
4934,884,187,save,31,0,1
4935,899,129,like,87,0,0
4936,223,218,view_detail,58,0,0
4937,431,207,view_detail,23,1,1
4938,804,459,save,31,0,0
4939,665,55,skip,1,0,1
4940,115,127,save,86,0,1
4941,431,195,save,54,2,1
4942,192,21,skip,3,0,1
4943,49,320,view_detail,69,1,1
4944,818,398,skip,2,1,1
4945,671,41,view_detail,39,0,1
4946,583,231,skip,2,0,1
4947,431,173,skip,1,0,1
4948,521,384,view_detail,30,0,1
4949,993,255,view_detail,54,0,0
4950,917,272,skip,2,0,1
4951,831,445,skip,1,0,0
4952,587,473,skip,4,0,0
4953,70,271,save,12,1,1
4954,661,291,skip,3,0,0
4955,729,369,skip,4,0,1
4956,272,430,like,32,0,1
4957,896,434,like,65,0,1
4958,703,421,skip,2,2,0
4959,886,466,skip,4,0,1
4960,875,180,apply,18,1,0
4961,180,26,skip,3,1,1
4962,97,111,save,12,0,1
4963,454,349,view_detail,17,1,0
4964,403,46,skip,3,1,2
4965,72,379,skip,4,0,2
4966,363,216,skip,3,0,1
4967,445,481,view_detail,83,0,2
4968,939,348,like,8,0,1
4969,633,191,save,37,1,2
4970,234,452,save,13,0,1
4971,49,260,view_detail,30,0,1
4972,183,66,view_detail,44,0,1
4973,729,297,view_detail,55,0,2
4974,101,33,apply,28,0,0
4975,122,286,skip,4,1,1
4976,858,372,save,13,2,1
4977,980,334,apply,89,0,0
4978,857,160,view_detail,27,1,0
4979,374,202,save,64,0,0
4980,518,421,skip,1,0,1
4981,525,33,skip,1,1,1
4982,585,170,skip,4,1,0
4983,705,487,skip,3,0,1
4984,604,119,skip,2,1,0
4985,191,104,skip,4,1,1
4986,893,26,view_detail,22,1,1
4987,6,219,skip,5,0,2
4988,781,371,skip,3,1,1
4989,854,5,apply,28,1,0
4990,146,188,view_detail,60,1,1
4991,898,307,like,33,0,0
4992,357,344,save,20,0,0
4993,468,488,view_detail,51,0,0
4994,780,332,skip,2,1,2
4995,66,341,view_detail,85,0,0
4996,533,233,view_detail,58,1,0
4997,690,264,save,28,1,1
4998,241,73,save,8,0,0
4999,274,58,like,66,0,1
5000,627,34,skip,5,0,1
5001,749,268,skip,3,0,0
5002,230,474,view_detail,6,0,0
5003,279,433,skip,1,2,0
5004,475,413,skip,5,0,0
5005,888,236,skip,4,0,1
5006,244,426,view_detail,71,0,1
5007,453,490,save,30,0,0
5008,136,162,skip,4,0,0
5009,317,54,save,37,1,1
5010,80,256,skip,2,0,1
5011,708,436,skip,1,0,0
5012,754,473,skip,4,0,0
5013,64,281,skip,3,0,0
5014,52,429,skip,3,0,1
5015,948,457,save,53,0,1
5016,464,390,skip,5,0,2
5017,569,376,skip,2,0,0
5018,879,398,view_detail,66,0,0
5019,668,388,skip,2,0,1
5020,665,398,skip,5,0,1
5021,161,222,apply,50,1,1
5022,995,457,skip,2,0,0
5023,421,413,save,71,1,1
5024,405,161,save,26,1,2
5025,602,472,apply,6,1,3
5026,133,387,skip,2,0,0
5027,895,499,skip,3,0,0
5028,714,115,view_detail,86,0,1
5029,194,457,view_detail,54,0,2
5030,194,465,like,87,1,1
5031,388,479,view_detail,32,0,1
5032,127,3,save,45,0,1
5033,309,467,view_detail,20,0,0
5034,61,364,view_detail,33,1,0
5035,381,176,skip,1,0,1
5036,288,476,save,61,0,1
5037,338,113,view_detail,75,0,0
5038,969,403,skip,3,1,2
5039,889,438,view_detail,69,0,1
5040,467,155,view_detail,51,0,0
5041,522,242,view_detail,27,1,1
5042,995,299,skip,1,1,0
5043,435,226,skip,3,0,0
5044,586,336,skip,5,0,0
5045,984,15,skip,5,0,1
5046,657,182,view_detail,66,0,1
5047,482,462,skip,3,0,1
5048,98,253,skip,2,1,0
5049,55,122,skip,5,0,1
5050,654,366,skip,3,1,0
5051,914,309,skip,1,0,0
5052,558,153,skip,2,0,2
5053,315,181,skip,4,0,1
5054,442,159,skip,1,0,0
5055,16,5,view_detail,33,0,0
5056,625,329,like,66,1,1
5057,871,165,skip,5,0,2
5058,771,360,skip,1,0,1
5059,821,421,skip,4,1,0
5060,210,95,like,54,0,0
5061,142,320,skip,2,0,1
5062,191,315,save,54,0,1
5063,812,431,skip,4,0,1
5064,537,60,like,8,0,2
5065,372,254,like,28,1,0
5066,524,127,view_detail,22,0,1
5067,662,111,skip,2,0,1
5068,707,164,skip,5,3,0
5069,761,115,skip,1,0,1
5070,872,343,save,84,0,1
5071,388,249,view_detail,41,0,1
5072,726,129,view_detail,88,0,1
5073,239,315,save,21,0,2
5074,211,304,skip,5,0,1
5075,811,361,skip,1,0,0
5076,290,340,like,83,1,2
5077,83,275,skip,2,0,0
5078,281,247,save,35,0,1
5079,941,121,save,85,0,1
5080,741,42,like,54,0,2
5081,942,247,skip,4,0,0
5082,347,153,skip,2,0,1
5083,464,97,skip,4,0,0
5084,370,349,view_detail,85,0,1
5085,920,491,skip,2,0,0
5086,527,439,save,21,0,1
5087,83,25,skip,1,1,1
5088,295,331,save,82,1,0
5089,894,23,like,47,0,1
5090,760,171,save,88,2,0
5091,912,308,view_detail,49,0,2
5092,207,294,like,22,0,1
5093,558,91,like,31,0,1
5094,664,346,save,83,0,1
5095,856,46,skip,4,0,1
5096,610,429,save,22,0,1
5097,730,96,view_detail,36,0,0
5098,738,496,skip,4,0,0
5099,576,20,skip,4,0,0
5100,490,428,like,21,1,1
5101,19,453,skip,5,0,0
5102,730,405,like,33,1,1
5103,374,92,skip,4,1,0
5104,911,172,skip,3,0,1
5105,269,126,view_detail,46,0,1
5106,591,99,save,86,0,0
5107,230,96,view_detail,18,0,0
5108,423,212,skip,5,0,0
5109,802,184,view_detail,59,1,0
5110,198,9,skip,4,0,1
5111,40,154,skip,1,0,0
5112,825,468,view_detail,26,0,0
5113,797,36,like,34,1,0
5114,812,123,skip,3,0,1
5115,921,405,skip,2,0,1
5116,405,122,skip,4,0,1
5117,789,213,save,78,1,0
5118,593,332,skip,1,1,1
5119,186,234,skip,3,0,0
5120,349,241,like,30,0,2
5121,987,44,skip,4,1,1
5122,948,262,skip,4,0,0
5123,40,257,apply,73,2,1
5124,468,300,skip,4,1,1
5125,699,140,skip,5,0,1
5126,374,111,skip,5,0,0
5127,605,67,view_detail,51,0,0
5128,378,92,save,69,0,0
5129,719,118,view_detail,53,1,0
5130,500,466,view_detail,26,2,0
5131,232,381,skip,5,0,0
5132,115,92,view_detail,59,0,0
5133,598,110,like,79,0,0
5134,455,260,view_detail,8,1,1
5135,678,373,apply,48,0,1
5136,347,173,save,57,1,1
5137,571,390,skip,2,1,0
5138,615,20,like,59,0,0
5139,397,241,view_detail,7,0,0
5140,647,405,save,17,0,1
5141,390,463,skip,1,0,0
5142,965,122,view_detail,12,0,1
5143,574,249,like,12,0,0
5144,206,242,skip,2,0,0
5145,292,174,skip,3,0,1
5146,930,307,like,23,1,1
5147,389,261,skip,5,1,0
5148,250,119,view_detail,22,1,0
5149,881,101,view_detail,50,1,0
5150,883,49,skip,1,0,0
5151,711,232,skip,3,1,0
5152,909,272,save,32,1,0
5153,934,341,view_detail,77,1,1
5154,836,451,like,53,1,2
5155,350,420,skip,1,1,1
5156,908,316,skip,5,0,1
5157,818,183,save,46,0,0
5158,826,305,view_detail,84,0,1
5159,477,330,skip,4,0,0
5160,832,106,view_detail,65,1,1
5161,260,355,view_detail,9,0,0
5162,144,184,skip,5,0,1
5163,201,301,save,44,1,1
5164,186,391,skip,2,0,0
5165,492,431,like,75,1,0
5166,632,310,apply,68,2,1
5167,663,450,view_detail,51,1,0
5168,297,445,skip,1,1,1
5169,526,144,skip,5,0,1
5170,748,395,save,26,0,1
5171,501,443,apply,8,0,1
5172,627,212,skip,1,0,0
5173,293,72,view_detail,26,2,0
5174,978,227,view_detail,54,0,1
5175,658,235,view_detail,58,0,0
5176,795,458,like,89,3,1
5177,399,144,skip,4,0,0
5178,943,445,view_detail,72,1,0
5179,602,226,skip,2,0,0
5180,522,177,view_detail,71,0,1
5181,944,167,skip,5,1,2
5182,66,468,view_detail,77,0,0
5183,905,222,view_detail,19,0,1
5184,316,312,skip,1,1,1
5185,869,316,view_detail,55,0,1
5186,821,275,save,18,1,0
5187,298,52,skip,1,1,1
5188,613,394,view_detail,40,1,1
5189,403,380,view_detail,50,2,2
5190,845,72,skip,5,1,1
5191,184,270,skip,3,0,3
5192,577,419,like,78,1,0
5193,764,184,save,86,0,0
5194,400,458,save,36,0,1
5195,290,273,skip,1,1,2
5196,600,271,skip,3,0,1
5197,430,342,save,23,0,2
5198,323,245,skip,5,1,0
5199,759,334,view_detail,78,0,0
5200,271,416,view_detail,64,1,2
5201,247,209,like,14,0,1
5202,902,14,view_detail,38,1,1
5203,781,61,skip,5,1,0
5204,241,26,like,62,1,0
5205,242,213,skip,2,0,0
5206,106,268,skip,5,0,1
5207,576,470,skip,4,0,0
5208,151,427,apply,46,0,0
5209,802,471,skip,2,0,0
5210,299,6,skip,1,0,0
5211,736,94,skip,2,0,0
5212,855,416,skip,3,1,0
5213,703,199,view_detail,35,1,0
5214,790,22,like,25,0,0
5215,807,491,save,10,1,1
5216,236,234,view_detail,76,0,0
5217,870,313,save,82,1,0
5218,546,194,view_detail,75,1,1
5219,486,168,apply,60,1,1
5220,754,382,skip,4,0,1
5221,619,58,skip,3,0,1
5222,564,497,skip,1,0,1
5223,156,235,save,48,0,0
5224,839,9,view_detail,55,0,0
5225,863,92,view_detail,57,0,0
5226,419,321,skip,2,0,1
5227,987,323,view_detail,56,0,1
5228,47,95,view_detail,47,0,0
5229,258,129,view_detail,56,0,1
5230,603,333,like,8,1,0
5231,876,293,view_detail,44,0,1
5232,718,323,save,79,0,1
5233,177,155,skip,2,0,0
5234,65,242,view_detail,27,0,1
5235,180,338,skip,4,0,0
5236,170,310,apply,77,1,1
5237,112,218,skip,1,0,0
5238,154,357,apply,88,1,1
5239,236,298,view_detail,56,1,0
5240,259,70,like,57,1,1
5241,659,456,skip,3,1,2
5242,302,354,skip,2,0,0
5243,809,295,skip,5,0,0
5244,458,491,skip,4,0,1
5245,326,296,like,20,0,0
5246,203,22,view_detail,53,1,0
5247,847,246,save,53,0,1
5248,882,484,view_detail,32,0,1
5249,544,70,skip,1,0,0
5250,219,250,skip,1,0,0
5251,716,470,skip,5,0,0
5252,102,148,skip,2,0,0
5253,178,367,skip,5,1,0
5254,340,126,skip,4,0,1
5255,860,253,view_detail,68,0,0
5256,940,178,view_detail,52,0,1
5257,836,243,apply,18,1,3
5258,277,173,save,90,1,0
5259,689,323,like,31,1,0
5260,269,86,skip,3,0,2
5261,988,98,view_detail,66,0,0
5262,487,186,skip,1,0,2
5263,577,446,skip,3,1,1
5264,987,313,like,6,1,0
5265,904,320,skip,5,0,0
5266,977,5,like,75,0,0
5267,138,154,skip,5,1,0
5268,530,23,skip,4,1,0
5269,795,422,skip,2,0,0
5270,87,286,skip,5,0,0
5271,584,229,skip,3,1,0
5272,253,289,skip,2,0,2
5273,684,204,skip,5,0,0
5274,840,402,skip,2,1,2
5275,776,132,like,56,0,1
5276,129,18,skip,4,1,1
5277,526,58,view_detail,31,0,0
5278,131,372,skip,4,0,0
5279,135,240,skip,2,0,1
5280,183,321,skip,4,1,1
5281,142,445,view_detail,34,0,0
5282,981,26,save,67,1,1
5283,697,219,skip,4,1,2
5284,854,298,like,47,0,1
5285,929,117,save,16,0,0
5286,6,28,skip,2,1,1
5287,54,472,like,86,1,0
5288,133,215,skip,1,0,0
5289,6,332,view_detail,13,0,1
5290,163,266,skip,1,0,0
5291,521,2,save,22,0,0
5292,52,187,skip,5,0,1
5293,518,200,view_detail,27,1,1
5294,237,219,skip,2,0,1
5295,478,353,skip,5,1,1
5296,70,38,like,36,0,1
5297,900,115,save,85,0,0
5298,215,493,save,45,0,0
5299,492,132,skip,2,1,0
5300,427,444,view_detail,25,0,0
5301,22,447,view_detail,23,1,1
5302,868,34,save,51,0,2
5303,954,341,view_detail,67,1,1
5304,112,85,apply,46,0,1
5305,471,10,view_detail,51,2,1
5306,246,198,view_detail,66,0,0
5307,835,63,skip,5,0,2
5308,280,137,skip,3,0,1
5309,737,355,like,67,0,0
5310,421,319,view_detail,79,1,1
5311,151,111,skip,1,0,0
5312,452,458,save,78,0,1
5313,593,214,skip,1,0,0
5314,155,459,skip,5,0,0
5315,103,347,view_detail,90,0,1
5316,916,363,view_detail,46,1,0
5317,986,40,apply,78,0,0
5318,148,164,skip,2,0,0
5319,884,478,view_detail,76,1,0
5320,43,35,skip,1,0,1
5321,407,373,save,57,0,1
5322,519,316,view_detail,23,1,1
5323,862,237,view_detail,57,0,1
5324,724,402,save,40,1,0
5325,768,222,skip,1,0,0
5326,733,345,view_detail,73,0,0
5327,206,254,skip,4,0,1
5328,338,158,like,6,0,1
5329,13,23,like,16,0,1
5330,169,268,skip,3,1,1
5331,763,304,save,10,0,1
5332,40,355,skip,1,0,1
5333,874,101,skip,4,0,1
5334,882,328,skip,1,1,1
5335,46,309,apply,52,1,1
5336,219,205,skip,4,1,1
5337,218,462,skip,5,0,0
5338,627,368,like,57,0,2
5339,13,456,skip,2,0,1
5340,760,18,skip,1,0,1
5341,222,300,apply,61,0,1
5342,285,108,skip,4,0,2
5343,364,447,view_detail,48,0,0
5344,712,414,like,6,1,0
5345,997,444,like,60,0,0
5346,581,336,skip,3,0,0
5347,523,68,like,16,1,1
5348,489,173,view_detail,60,0,2
5349,810,263,save,46,0,0
5350,374,230,view_detail,73,2,1
5351,250,258,like,68,0,2
5352,860,404,save,52,1,0
5353,170,332,view_detail,42,1,2
5354,129,10,view_detail,19,1,0
5355,572,161,skip,1,0,1
5356,629,16,skip,4,0,0
5357,896,307,skip,3,1,1
5358,837,500,save,69,0,2
5359,694,154,view_detail,29,0,0
5360,495,30,save,46,0,0
5361,404,418,skip,3,0,0
5362,254,476,skip,1,0,0
5363,543,318,view_detail,45,1,0
5364,215,181,skip,3,0,0
5365,773,203,save,36,0,0
5366,543,411,apply,53,2,0
5367,928,67,view_detail,78,0,0
5368,150,3,like,76,0,0
5369,364,202,view_detail,73,0,1
5370,931,62,save,75,1,1
5371,381,240,view_detail,84,1,2
5372,951,212,save,33,0,0
5373,903,323,save,34,0,0
5374,194,121,view_detail,32,0,1
5375,701,324,like,19,0,0
5376,647,43,skip,2,2,0
5377,495,394,view_detail,46,0,1
5378,23,288,view_detail,35,1,0
5379,485,317,like,47,0,2
5380,856,235,apply,26,1,0
5381,574,166,save,41,1,0
5382,16,87,save,64,2,1
5383,279,315,skip,4,0,0
5384,13,389,view_detail,81,1,0
5385,10,141,apply,12,0,0
5386,28,273,skip,4,0,1
5387,802,447,skip,3,0,0
5388,796,56,skip,2,0,0
5389,22,87,save,55,0,1
5390,512,423,skip,4,2,0
5391,108,104,save,48,1,2
5392,785,348,skip,4,1,1
5393,946,195,skip,3,1,0
5394,644,483,like,67,0,1
5395,107,397,view_detail,23,0,1
5396,90,316,view_detail,11,0,1
5397,560,418,view_detail,33,1,0
5398,760,113,skip,2,0,0
5399,550,58,view_detail,50,1,1
5400,467,312,skip,3,1,0
5401,47,396,skip,1,0,0
5402,807,384,view_detail,7,1,1
5403,806,366,skip,4,1,0
5404,843,48,like,53,1,1
5405,338,162,skip,5,0,0
5406,942,130,like,51,1,0
5407,453,436,save,21,2,0
5408,718,295,skip,5,0,1
5409,44,68,skip,3,0,1
5410,558,376,view_detail,71,0,0
5411,430,445,save,51,1,0
5412,211,325,save,58,0,1
5413,498,138,like,73,1,0
5414,789,38,skip,1,1,0
5415,383,259,like,20,0,0
5416,342,393,save,28,1,0
5417,812,167,view_detail,46,2,1
5418,301,92,skip,1,1,0
5419,888,9,view_detail,49,0,0
5420,252,346,apply,85,1,0
5421,258,107,skip,5,0,2
5422,512,63,save,65,1,0
5423,87,284,view_detail,88,1,0
5424,681,455,apply,36,2,1
5425,799,168,skip,4,1,1
5426,949,247,apply,90,0,0
5427,30,257,skip,3,0,0
5428,452,38,skip,1,1,3
5429,982,454,skip,2,0,0
5430,569,274,view_detail,13,1,1
5431,787,113,view_detail,27,0,0
5432,709,350,view_detail,44,1,1
5433,868,301,save,64,0,1
5434,104,431,skip,3,1,0
5435,794,446,like,43,0,0
5436,975,197,skip,2,1,1
5437,32,465,skip,3,0,0
5438,129,401,apply,18,1,1
5439,302,444,save,72,1,0
5440,845,272,apply,38,1,0
5441,927,39,skip,2,0,0
5442,176,51,skip,5,0,0
5443,200,226,save,41,1,0
5444,644,35,view_detail,37,1,0
5445,283,476,apply,10,0,1
5446,231,346,like,7,0,0
5447,194,478,view_detail,50,0,1
5448,511,196,like,58,0,0
5449,301,122,view_detail,36,0,1
5450,713,16,like,47,1,1
5451,123,88,skip,4,2,1
5452,858,22,skip,2,0,0
5453,452,436,apply,6,0,0
5454,831,163,save,38,1,1
5455,790,108,view_detail,47,0,0
5456,882,324,view_detail,77,0,1
5457,535,433,like,45,0,2
5458,332,317,like,35,0,1
5459,431,10,view_detail,37,1,0
5460,745,482,skip,3,0,1
5461,225,386,skip,4,0,0
5462,867,84,view_detail,58,0,2
5463,589,7,apply,37,0,0
5464,174,462,skip,1,0,2
5465,687,44,skip,5,0,0
5466,631,377,view_detail,59,1,2
5467,491,224,skip,5,0,0
5468,417,471,view_detail,54,0,0
5469,192,469,skip,2,0,1
5470,908,379,view_detail,86,1,0
5471,967,153,skip,3,1,0
5472,295,498,save,66,1,0
5473,365,474,skip,5,0,1
5474,506,443,save,11,0,2
5475,482,384,skip,2,2,1
5476,889,252,skip,5,1,1
5477,818,27,like,90,2,0
5478,56,311,skip,3,1,1
5479,841,449,skip,4,0,1
5480,213,284,view_detail,22,3,0
5481,672,252,view_detail,62,0,1
5482,758,256,view_detail,22,1,0
5483,336,483,view_detail,83,1,0
5484,992,192,skip,5,1,0
5485,595,431,apply,22,0,0
5486,877,289,skip,3,1,1
5487,597,258,view_detail,79,1,0
5488,703,17,view_detail,17,1,0
5489,122,394,skip,1,0,2
