kullanici_id,etkinlik_id,zaman_farki_dk,is_swiped_right,ekranda_kalma_suresi_sn,kampus_id,bolum_kodu,sinif,kullanici_guven_puani,dinamik_ilgi_spor,dinamik_ilgi_oyun,dinamik_ilgi_akademik,etkinlik_kategorisi,etkinlik_turu,olusturan_guven_puani,etkinlik_ucreti,zaman_lokasyon
816,96,1386,0,2,1,7,1,4.89,0.4107,0.3424,0.2469,3,0,4.39,1,1
768,89,568,1,15,3,4,1,4.91,0.4432,0.3754,0.1814,2,0,3.16,0,1
410,60,1241,1,13,3,10,1,4.57,0.0643,0.8299,0.1058,2,0,4.53,0,1
614,154,878,1,8,1,7,1,4.53,0.1979,0.3621,0.44,2,0,3.98,1,0
106,200,1092,0,3,3,5,2,4.69,0.6244,0.2758,0.0998,3,0,4.4,0,0
845,19,1012,0,3,3,7,2,4.82,0.205,0.0085,0.7865,3,1,5.0,0,1
551,111,1015,0,4,2,5,2,4.76,0.0524,0.5135,0.4341,1,0,3.16,0,1
476,22,864,1,5,2,8,1,4.86,0.5249,0.0008,0.4743,3,1,5.0,0,0
826,161,1167,0,1,3,1,2,4.53,0.545,0.0374,0.4176,1,0,4.64,1,0
275,166,1370,0,3,1,9,2,4.58,0.2409,0.3015,0.4576,3,0,3.38,1,1
88,128,779,0,1,3,8,4,4.67,0.8395,0.0275,0.133,3,0,4.82,1,1
723,35,1218,0,3,1,9,2,4.81,0.4433,0.0595,0.4972,3,1,5.0,1,1
881,107,1005,0,4,2,9,3,4.99,0.178,0.056,0.766,2,0,3.23,1,1
77,128,1270,0,4,3,1,1,4.86,0.4631,0.2075,0.3294,3,0,4.82,1,1
77,195,314,0,4,3,1,1,4.86,0.4631,0.2075,0.3294,1,0,4.76,1,1
442,83,730,0,3,3,4,4,4.5,0.0565,0.8498,0.0937,3,0,3.52,1,0
540,138,384,0,2,3,3,2,4.54,0.3376,0.254,0.4084,1,0,3.42,0,1
245,143,277,0,1,3,7,2,4.54,0.4801,0.3249,0.195,2,0,3.6,0,0
578,139,1096,0,2,2,3,2,4.83,0.4285,0.3281,0.24339999999999998,3,0,4.38,0,1
778,111,1153,0,2,3,9,4,4.62,0.0286,0.4311,0.5403,1,0,3.16,0,1
382,90,1382,0,4,3,7,3,4.91,0.2564,0.0955,0.6481,1,0,3.9,0,1
982,24,698,1,7,2,1,4,4.61,0.4501,0.5111,0.0388,3,1,5.0,1,0
717,77,1244,0,1,3,4,3,4.73,0.239,0.6178,0.1432,2,0,3.41,0,1
570,101,1030,0,2,2,2,3,4.79,0.1077,0.4276,0.4647,2,0,4.6,0,0
713,132,751,1,6,3,9,4,4.99,0.0515,0.8192,0.1293,2,0,4.96,1,1
737,13,983,0,1,2,1,1,4.71,0.083,0.5803,0.3367,3,1,5.0,0,1
142,185,624,0,4,3,5,1,4.61,0.4432,0.0385,0.5183,3,0,3.22,0,1
893,98,228,1,9,3,8,4,4.85,0.7203,0.094,0.1857,2,0,3.55,0,1
368,120,17,0,2,2,9,1,4.94,0.4211,0.2607,0.3182,1,0,4.61,1,1
84,37,12,0,4,2,2,3,4.81,0.6966,0.1267,0.1767,1,1,5.0,1,1
143,48,692,0,4,1,8,4,4.76,0.182,0.683,0.135,1,1,5.0,0,1
352,199,70,0,4,3,10,1,4.9,0.1951,0.7523,0.0526,1,0,4.28,0,1
545,1,108,1,6,2,9,3,4.72,0.2063,0.2994,0.4943,2,1,5.0,1,1
913,60,201,1,6,2,9,4,4.97,0.538,0.0891,0.3729,2,0,4.53,0,1
152,140,1076,0,4,2,5,4,4.7,0.7483,0.0372,0.2145,3,0,4.75,1,1
158,149,629,0,1,3,8,1,4.58,0.6076,0.0077,0.3847,3,0,3.55,1,0
446,139,1283,0,1,3,2,1,4.5,0.4354,0.0922,0.4724,3,0,4.38,0,1
653,44,1288,0,4,3,4,4,4.55,0.3977,0.2114,0.3909,1,1,5.0,1,0
958,115,906,0,4,2,3,4,4.85,0.5134,0.3912,0.0954,2,0,3.72,0,1
763,186,303,0,4,3,8,2,4.57,0.7705,0.0871,0.1424,1,0,3.77,1,1
303,108,937,1,5,2,2,3,4.98,0.703,0.1729,0.1241,1,0,3.91,0,0
624,44,576,1,7,2,10,4,4.93,0.3999,0.5259,0.0742,1,1,5.0,1,0
656,78,555,0,4,3,10,2,4.77,0.5755,0.1324,0.2921,3,0,4.47,0,0
450,162,125,1,13,3,5,2,4.7,0.0947,0.897,0.0083,2,0,4.37,0,1
721,25,1294,0,1,3,4,2,4.97,0.4285,0.3947,0.1768,1,1,5.0,0,0
224,132,859,0,3,3,3,3,4.77,0.12,0.0681,0.8119,2,0,4.96,1,1
43,192,745,0,3,2,5,2,4.9,0.4627,0.5354,0.0019,2,0,4.18,1,1
264,116,480,1,15,2,10,1,4.74,0.7372,0.0417,0.2211,3,0,4.06,0,1
756,119,132,0,1,2,10,4,4.71,0.3212,0.2884,0.3904,2,0,3.68,0,0
3,144,1026,0,2,1,9,4,4.93,0.02,0.6726,0.3074,3,0,4.34,0,1
637,10,115,0,1,1,4,2,4.86,0.4295,0.1749,0.3956,3,1,5.0,1,0
268,109,481,0,3,2,4,2,5.0,0.0846,0.4387,0.4767,1,0,4.71,0,1
596,194,981,0,3,1,3,2,4.53,0.5345,0.24,0.2255,3,0,3.4,0,0
16,35,1025,0,3,1,1,4,4.79,0.4951,0.1703,0.3346,3,1,5.0,1,1
334,134,331,0,3,2,1,4,4.98,0.3747,0.1299,0.4954,2,0,3.21,0,0
464,19,942,1,14,3,5,4,4.86,0.6364,0.2833,0.0803,3,1,5.0,0,1
59,187,955,0,4,2,4,3,4.62,0.4314,0.0798,0.4888,1,0,4.67,1,1
177,181,768,0,1,3,8,2,4.63,0.0155,0.5357,0.4488,2,0,3.08,0,0
63,8,391,0,4,2,1,1,4.86,0.5207,0.2482,0.2311,3,1,5.0,1,0
958,10,834,1,15,2,3,4,4.85,0.5134,0.3912,0.0954,3,1,5.0,1,0
561,195,143,0,2,2,4,1,4.61,0.0823,0.7193,0.1984,1,0,4.76,1,1
307,166,328,1,14,1,5,4,4.52,0.3982,0.0417,0.5601,3,0,3.38,1,1
246,29,628,1,6,2,3,3,4.64,0.4887,0.1161,0.3952,3,1,5.0,0,0
289,15,377,0,2,1,2,4,4.5,0.3412,0.5464,0.1124,2,1,5.0,1,0
798,87,90,1,10,3,5,3,4.79,0.203,0.626,0.171,2,0,4.84,1,1
955,23,808,1,11,1,2,4,4.96,0.6753,0.1958,0.1289,3,1,5.0,0,0
332,46,1021,0,2,3,9,2,4.74,0.6213,0.3118,0.0669,3,1,5.0,1,1
527,28,1066,0,4,1,9,1,4.65,0.4696,0.3977,0.1327,3,1,5.0,1,1
850,26,1059,1,5,1,5,1,4.91,0.4697,0.469,0.0613,3,1,5.0,1,0
255,10,1012,1,14,3,8,2,4.76,0.1698,0.8099,0.0203,3,1,5.0,1,0
604,175,553,0,4,2,6,1,4.7,0.0394,0.4107,0.5499,3,0,3.64,0,1
510,4,124,0,2,2,10,4,4.86,0.1327,0.5873,0.28,2,1,5.0,1,1
791,55,57,0,3,2,10,2,4.55,0.2574,0.4552,0.2874,3,0,4.81,1,1
718,66,806,0,2,2,3,1,4.63,0.0599,0.3909,0.5492,3,0,3.43,1,1
606,67,235,1,8,3,6,2,4.67,0.6543,0.0666,0.2791,1,0,4.22,1,0
737,135,608,0,3,2,1,1,4.71,0.083,0.5803,0.3367,1,0,4.56,1,1
813,55,392,0,1,2,5,1,4.87,0.2894,0.2473,0.4633,3,0,4.81,1,1
830,31,970,0,1,3,4,2,4.86,0.5944,0.2652,0.1404,1,1,5.0,1,0
463,74,1367,0,1,1,9,1,4.54,0.2897,0.0274,0.6829,2,0,3.24,0,0
199,19,1200,1,9,2,1,3,4.74,0.5657,0.16,0.2743,3,1,5.0,0,1
271,156,52,1,12,1,3,2,4.52,0.6814,0.297,0.0216,2,0,4.45,1,1
746,81,489,1,5,2,6,4,4.68,0.2699,0.6686,0.0615,2,0,4.34,1,1
558,156,5,1,13,2,6,4,4.82,0.3647,0.3511,0.2842,2,0,4.45,1,1
64,147,632,0,1,2,4,1,4.91,0.1045,0.0369,0.8586,3,0,3.37,1,1
230,87,1233,0,2,1,7,4,4.62,0.164,0.7326,0.1034,2,0,4.84,1,1
942,20,217,1,12,2,5,4,4.71,0.0995,0.1538,0.7467,1,1,5.0,1,0
952,13,536,0,2,1,8,2,4.82,0.755,0.0324,0.2126,3,1,5.0,0,1
249,77,1366,0,2,2,3,4,4.97,0.0867,0.7543,0.159,2,0,3.41,0,1
246,43,1425,1,9,2,3,3,4.64,0.4887,0.1161,0.3952,1,1,5.0,0,1
940,139,738,0,3,3,3,4,4.99,0.0263,0.0196,0.9541,3,0,4.38,0,1
587,176,730,0,4,2,2,3,4.94,0.0767,0.5237,0.3996,1,0,3.07,0,0
157,143,1235,1,6,3,3,2,4.9,0.0709,0.9256,0.0034999999999999996,2,0,3.6,0,0
735,145,1050,1,6,2,7,3,4.76,0.2832,0.0221,0.6947,3,0,3.66,1,0
702,182,1276,0,3,1,4,3,4.88,0.3782,0.5008,0.121,3,0,4.46,1,0
985,50,3,0,1,2,3,2,4.77,0.2841,0.1404,0.5755,2,1,5.0,1,0
564,28,1026,1,14,3,4,2,4.57,0.6191,0.0822,0.2987,3,1,5.0,1,1
950,4,1026,1,14,1,6,3,4.9,0.1849,0.5311,0.284,2,1,5.0,1,1
88,22,150,0,3,3,8,4,4.67,0.8395,0.0275,0.133,3,1,5.0,0,0
313,119,4,1,5,3,10,1,4.65,0.0071,0.9447,0.0482,2,0,3.68,0,0
851,101,468,1,7,2,7,1,4.86,0.1952,0.0535,0.7513,2,0,4.6,0,0
66,39,70,1,11,1,4,4,4.89,0.1074,0.3238,0.5688,3,1,5.0,0,0
662,34,201,1,12,1,8,3,4.92,0.7437,0.1615,0.09480000000000001,3,1,5.0,1,0
20,97,308,0,2,1,7,3,4.68,0.3315,0.0703,0.5982,2,0,3.19,1,1
33,44,1276,1,5,3,5,1,4.96,0.559,0.4216,0.0194,1,1,5.0,1,0
840,170,1311,1,14,3,9,4,4.75,0.2094,0.3761,0.4145,3,0,3.47,0,0
793,40,922,0,3,2,6,3,4.97,0.1455,0.6191,0.2354,1,1,5.0,1,1
558,97,292,0,1,2,6,4,4.82,0.3647,0.3511,0.2842,2,0,3.19,1,1
73,140,1178,0,3,1,10,1,4.53,0.1398,0.4876,0.3726,3,0,4.75,1,1
866,130,924,1,14,1,3,2,4.86,0.5981,0.1268,0.2751,1,0,4.06,0,0
825,156,1157,0,2,3,10,1,4.57,0.5404,0.2881,0.1715,2,0,4.45,1,1
343,74,883,0,4,2,4,3,4.53,0.4687,0.4404,0.0909,2,0,3.24,0,0
133,86,586,0,2,2,6,1,4.58,0.5006,0.1435,0.3559,2,0,4.93,0,0
55,90,1298,1,5,2,6,4,4.59,0.538,0.4113,0.0507,1,0,3.9,0,1
61,67,509,1,6,2,6,1,4.64,0.1335,0.0386,0.8279,1,0,4.22,1,0
857,199,1377,1,9,3,10,1,4.82,0.3393,0.5523,0.1084,1,0,4.28,0,1
520,200,5,0,1,2,6,4,4.83,0.1135,0.3927,0.4938,3,0,4.4,0,0
272,76,293,1,9,1,6,4,4.86,0.4779,0.3843,0.1378,3,0,4.87,0,1
246,92,360,0,1,2,3,3,4.64,0.4887,0.1161,0.3952,3,0,3.03,1,0
176,10,214,0,1,1,1,2,4.73,0.4251,0.3602,0.2147,3,1,5.0,1,0
628,86,1430,1,13,3,2,4,4.57,0.4582,0.2243,0.3175,2,0,4.93,0,0
317,102,1039,1,8,2,1,4,4.78,0.5312,0.2334,0.2354,3,0,3.77,1,1
783,185,1297,0,3,1,2,2,4.5,0.4568,0.1808,0.3624,3,0,3.22,0,1
705,108,563,1,14,1,10,1,4.79,0.058,0.6394,0.3026,1,0,3.91,0,0
662,165,765,0,4,1,8,3,4.92,0.7437,0.1615,0.09480000000000001,1,0,3.86,1,1
131,91,45,0,3,2,1,1,4.6,0.8236,0.0941,0.0823,3,0,3.2,0,0
102,192,703,1,15,2,10,4,4.73,0.1682,0.2146,0.6172,2,0,4.18,1,1
310,79,634,1,12,2,6,3,4.71,0.3747,0.4821,0.14320000000000002,2,0,4.73,0,1
782,86,1436,1,14,3,4,3,4.64,0.0999,0.6482,0.2519,2,0,4.93,0,0
292,107,1211,0,2,2,7,2,4.91,0.7288,0.0357,0.2355,2,0,3.23,1,1
722,168,661,0,1,1,8,3,4.6,0.2902,0.1004,0.6094,3,0,3.54,1,1
495,101,1194,1,11,2,10,1,4.91,0.6638,0.0049,0.3313,2,0,4.6,0,0
361,108,721,1,10,1,5,2,4.77,0.7088,0.043,0.2482,1,0,3.91,0,0
338,60,594,1,9,1,9,3,4.91,0.6005,0.394,0.0055,2,0,4.53,0,1
579,48,1425,0,3,2,7,4,5.0,0.0481,0.7469,0.205,1,1,5.0,0,1
10,117,246,1,14,3,9,1,4.55,0.4331,0.5384,0.0285,3,0,4.17,0,1
49,106,857,0,3,3,1,1,4.86,0.2553,0.0286,0.7161,2,0,3.9,1,0
487,147,552,0,1,3,5,3,5.0,0.1335,0.5912,0.2753,3,0,3.37,1,1
623,200,43,1,11,1,1,3,4.75,0.1208,0.4928,0.3864,3,0,4.4,0,0
321,33,841,0,4,1,6,3,4.75,0.0669,0.7153,0.21780000000000002,3,1,5.0,0,0
731,44,179,1,11,3,6,1,4.91,0.0796,0.6273,0.2931,1,1,5.0,1,0
569,165,535,0,4,1,4,2,4.75,0.3377,0.0651,0.5972,1,0,3.86,1,1
795,112,607,0,4,3,8,2,4.93,0.7239,0.1643,0.1118,1,0,3.38,0,0
971,89,672,0,1,1,3,1,4.81,0.1668,0.0009,0.8323,2,0,3.16,0,1
625,36,1268,1,6,3,5,3,4.87,0.1825,0.4757,0.3418,2,1,5.0,0,1
133,81,927,1,7,2,6,1,4.58,0.5006,0.1435,0.3559,2,0,4.34,1,1
583,88,17,0,3,3,7,1,4.67,0.0111,0.1721,0.8168,1,0,4.53,0,1
83,149,1136,0,3,2,8,2,4.52,0.0768,0.4676,0.4556,3,0,3.55,1,0
57,130,826,1,7,1,5,4,4.74,0.0201,0.4323,0.5476,1,0,4.06,0,0
376,31,547,0,4,1,5,2,4.55,0.5651,0.0642,0.3707,1,1,5.0,1,0
349,108,1054,1,9,2,10,1,4.7,0.6399,0.282,0.0781,1,0,3.91,0,0
271,30,1216,1,14,1,3,2,4.52,0.6814,0.297,0.0216,1,1,5.0,0,1
483,172,437,0,2,3,2,2,4.82,0.2002,0.3089,0.4909,3,0,3.25,1,0
111,12,179,1,15,1,9,2,4.55,0.235,0.7573,0.0077,2,1,5.0,0,0
869,51,616,0,4,2,7,4,4.51,0.0002,0.937,0.0628,1,0,3.1,0,1
887,121,677,0,4,1,6,2,4.79,0.1223,0.5497,0.328,1,0,3.68,1,1
76,177,634,0,2,3,8,3,4.64,0.0637,0.8226,0.1137,3,0,3.25,1,1
158,152,1158,0,2,3,8,1,4.58,0.6076,0.0077,0.3847,2,0,4.33,1,0
532,152,802,0,2,2,9,2,4.72,0.0486,0.5696,0.3818,2,0,4.33,1,0
933,188,312,1,7,1,10,4,4.86,0.0151,0.1939,0.791,2,0,4.73,1,0
643,139,25,1,11,1,6,1,4.84,0.3451,0.2551,0.3998,3,0,4.38,0,1
329,13,371,0,1,1,7,1,4.77,0.4132,0.217,0.3698,3,1,5.0,0,1
122,91,525,0,3,1,1,1,5.0,0.1917,0.6897,0.1186,3,0,3.2,0,0
41,200,1343,0,2,1,8,3,4.91,0.3836,0.5273,0.0891,3,0,4.4,0,0
167,74,230,0,1,3,10,1,4.7,0.4007,0.4684,0.13090000000000002,2,0,3.24,0,0
922,200,1126,1,12,3,8,4,4.53,0.152,0.0369,0.8111,3,0,4.4,0,0
642,192,378,1,8,3,3,3,4.79,0.2074,0.7465,0.0461,2,0,4.18,1,1
23,20,888,1,11,1,10,2,4.91,0.0821,0.876,0.0419,1,1,5.0,1,0
279,72,1227,0,1,1,7,3,4.7,0.1867,0.1469,0.6664,2,0,3.53,1,1
763,73,1291,1,11,3,8,2,4.57,0.7705,0.0871,0.1424,1,0,3.06,1,0
469,71,462,0,1,2,10,1,4.75,0.3034,0.1792,0.5174,2,0,4.17,1,1
400,78,365,0,1,1,5,2,4.92,0.6948,0.2773,0.0279,3,0,4.47,0,0
9,28,104,0,1,3,2,1,4.59,0.257,0.649,0.094,3,1,5.0,1,1
13,130,1135,0,1,1,9,1,4.66,0.2244,0.0635,0.7121,1,0,4.06,0,0
924,121,428,0,3,3,8,1,4.93,0.7397,0.0515,0.20879999999999999,1,0,3.68,1,1
923,43,469,1,13,2,6,4,4.73,0.4371,0.1605,0.4024,1,1,5.0,0,1
819,8,1015,1,13,2,2,2,4.55,0.541,0.0934,0.3656,3,1,5.0,1,0
832,13,870,1,14,2,2,1,4.62,0.2596,0.3803,0.3601,3,1,5.0,0,1
52,111,770,0,3,1,8,2,4.56,0.1294,0.8172,0.0534,1,0,3.16,0,1
209,35,680,0,3,2,8,3,4.62,0.4711,0.2252,0.3037,3,1,5.0,1,1
550,23,805,1,13,1,8,4,4.74,0.3882,0.3381,0.2737,3,1,5.0,0,0
612,46,886,1,5,2,1,3,4.85,0.3348,0.4056,0.2596,3,1,5.0,1,1
705,15,561,0,3,1,10,1,4.79,0.058,0.6394,0.3026,2,1,5.0,1,0
402,130,1274,0,4,3,10,1,4.85,0.1543,0.2648,0.5809,1,0,4.06,0,0
191,61,331,0,2,1,4,1,4.75,0.2617,0.5552,0.1831,3,0,3.42,0,0
51,115,587,1,7,1,3,3,4.79,0.8473,0.0971,0.055600000000000004,2,0,3.72,0,1
393,64,201,1,5,1,4,2,4.59,0.4949,0.037,0.4681,2,0,4.07,1,1
653,52,454,0,2,3,4,4,4.55,0.3977,0.2114,0.3909,3,0,4.2,1,1
680,164,826,1,5,3,8,2,4.83,0.2315,0.3605,0.408,2,0,4.64,0,0
823,195,111,0,1,2,6,4,4.85,0.423,0.0339,0.5431,1,0,4.76,1,1
621,69,864,0,2,3,4,4,4.99,0.5426,0.3867,0.0707,3,0,4.29,0,1
719,67,908,0,3,2,1,1,4.94,0.1988,0.5141,0.28709999999999997,1,0,4.22,1,0
939,175,1233,0,4,2,3,2,4.74,0.2775,0.4922,0.2303,3,0,3.64,0,1
300,83,33,1,8,2,7,4,4.85,0.9567,0.0055,0.0378,3,0,3.52,1,0
622,2,555,0,4,3,3,2,4.99,0.1018,0.54,0.3582,3,1,5.0,0,1
196,172,107,0,2,1,8,2,4.99,0.5588,0.1605,0.2807,3,0,3.25,1,0
417,192,1289,1,14,1,6,3,4.76,0.4986,0.1885,0.3129,2,0,4.18,1,1
664,78,226,0,1,1,7,4,4.84,0.4461,0.4948,0.0591,3,0,4.47,0,0
420,28,487,0,1,3,6,1,4.66,0.4189,0.0411,0.54,3,1,5.0,1,1
755,54,179,0,2,3,6,4,4.57,0.5947,0.1562,0.2491,1,0,4.91,1,1
640,67,1246,0,4,3,7,3,4.82,0.4663,0.2577,0.276,1,0,4.22,1,0
617,164,1394,0,3,2,8,3,4.55,0.6132,0.292,0.09480000000000001,2,0,4.64,0,0
522,102,637,0,4,2,4,1,4.72,0.1235,0.6647,0.2118,3,0,3.77,1,1
356,120,788,0,1,2,3,4,4.79,0.7743,0.1579,0.0678,1,0,4.61,1,1
148,191,167,0,3,2,1,3,4.77,0.8224,0.0893,0.0883,2,0,3.23,0,0
365,153,663,0,4,3,7,1,4.93,0.4882,0.375,0.1368,2,0,3.48,0,0
364,48,300,0,3,2,7,1,4.61,0.0632,0.6855,0.2513,1,1,5.0,0,1
971,167,1405,1,9,1,3,1,4.81,0.1668,0.0009,0.8323,3,0,3.56,1,0
652,47,35,0,1,3,8,4,4.76,0.1274,0.6135,0.2591,1,1,5.0,0,1
702,21,407,0,4,1,4,3,4.88,0.3782,0.5008,0.121,3,1,5.0,0,0
402,158,314,1,15,3,10,1,4.85,0.1543,0.2648,0.5809,3,0,4.83,0,1
606,92,816,0,4,3,6,2,4.67,0.6543,0.0666,0.2791,3,0,3.03,1,0
492,159,743,1,14,2,8,1,4.72,0.2569,0.1965,0.5466,2,0,4.17,1,0
229,121,727,1,14,2,1,4,4.57,0.6147,0.1887,0.1966,1,0,3.68,1,1
575,116,826,1,15,1,4,4,4.73,0.2195,0.0647,0.7158,3,0,4.06,0,1
852,154,1125,0,1,1,5,2,4.62,0.4814,0.0122,0.5064,2,0,3.98,1,0
537,150,569,1,8,1,7,2,4.9,0.0841,0.2455,0.6704,1,0,4.46,0,1
268,149,1239,0,3,2,4,2,5.0,0.0846,0.4387,0.4767,3,0,3.55,1,0
405,1,576,1,14,3,5,2,4.62,0.0607,0.5377,0.4016,2,1,5.0,1,1
793,165,62,0,1,2,6,3,4.97,0.1455,0.6191,0.2354,1,0,3.86,1,1
11,77,369,0,2,3,1,1,4.92,0.7863,0.1572,0.0565,2,0,3.41,0,1
320,85,1392,0,2,3,5,4,4.63,0.0306,0.1159,0.8535,3,0,3.0,0,0
713,46,94,1,13,3,9,4,4.99,0.0515,0.8192,0.1293,3,1,5.0,1,1
126,137,984,0,1,3,3,4,4.64,0.1691,0.8205,0.0104,2,0,3.89,1,1
306,145,1050,0,3,1,9,4,4.54,0.1474,0.0897,0.7629,3,0,3.66,1,0
702,47,1145,1,8,1,4,3,4.88,0.3782,0.5008,0.121,1,1,5.0,0,1
511,59,50,0,2,1,10,4,4.59,0.1449,0.366,0.4891,2,0,3.25,1,0
89,54,883,1,14,3,8,4,4.59,0.452,0.2908,0.2572,1,0,4.91,1,1
355,86,764,1,11,2,9,3,4.84,0.5734,0.2121,0.2145,2,0,4.93,0,0
628,12,36,0,1,3,2,4,4.57,0.4582,0.2243,0.3175,2,1,5.0,0,0
352,192,1434,0,1,3,10,1,4.9,0.1951,0.7523,0.0526,2,0,4.18,1,1
689,6,1313,1,6,2,6,1,4.98,0.0293,0.8472,0.1235,3,1,5.0,1,0
14,53,1403,1,7,1,8,2,4.6,0.4162,0.0934,0.4904,1,0,3.68,1,0
257,144,100,1,12,3,1,4,4.73,0.1854,0.7626,0.052000000000000005,3,0,4.34,0,1
209,90,1348,0,2,2,8,3,4.62,0.4711,0.2252,0.3037,1,0,3.9,0,1
281,5,329,0,3,3,3,2,4.92,0.0102,0.8389,0.1509,3,1,5.0,1,0
443,73,706,1,13,2,9,2,4.92,0.0709,0.5499,0.3792,1,0,3.06,1,0
840,174,221,0,1,3,9,4,4.75,0.2094,0.3761,0.4145,3,0,4.47,0,1
837,14,567,1,13,2,10,2,4.99,0.4494,0.5352,0.0154,2,1,5.0,1,1
389,172,996,0,1,2,8,2,4.76,0.0478,0.465,0.48719999999999997,3,0,3.25,1,0
617,191,1022,1,13,2,8,3,4.55,0.6132,0.292,0.09480000000000001,2,0,3.23,0,0
483,106,110,1,9,3,2,2,4.82,0.2002,0.3089,0.4909,2,0,3.9,1,0
147,52,149,1,8,2,6,1,4.87,0.8759,0.0607,0.0634,3,0,4.2,1,1
279,116,406,1,8,1,7,3,4.7,0.1867,0.1469,0.6664,3,0,4.06,0,1
521,26,699,0,3,1,9,1,4.53,0.1962,0.1216,0.6822,3,1,5.0,1,0
630,53,1017,1,6,3,6,3,4.68,0.0444,0.203,0.7526,1,0,3.68,1,0
606,109,1434,1,13,3,6,2,4.67,0.6543,0.0666,0.2791,1,0,4.71,0,1
434,29,1153,1,8,1,9,1,4.5,0.3057,0.008,0.6863,3,1,5.0,0,0
144,19,108,1,15,2,9,2,4.55,0.0727,0.0901,0.8372,3,1,5.0,0,1
289,47,389,1,7,1,2,4,4.5,0.3412,0.5464,0.1124,1,1,5.0,0,1
386,136,425,1,10,1,8,4,4.62,0.3779,0.0467,0.5754,3,0,3.34,1,1
14,23,447,1,7,1,8,2,4.6,0.4162,0.0934,0.4904,3,1,5.0,0,0
257,117,918,1,15,3,1,4,4.73,0.1854,0.7626,0.052000000000000005,3,0,4.17,0,1
346,106,1092,0,1,2,2,1,4.93,0.4113,0.1434,0.4453,2,0,3.9,1,0
698,163,1090,1,5,2,6,2,4.96,0.775,0.0529,0.1721,1,0,3.37,0,1
345,53,656,1,8,2,9,1,4.56,0.5562,0.2734,0.1704,1,0,3.68,1,0
400,96,321,0,4,1,5,2,4.92,0.6948,0.2773,0.0279,3,0,4.39,1,1
207,186,719,0,4,3,6,4,5.0,0.5089,0.4278,0.0633,1,0,3.77,1,1
858,5,728,0,1,1,7,2,4.64,0.6957,0.1141,0.1902,3,1,5.0,1,0
943,16,580,0,1,1,10,3,4.55,0.6641,0.051,0.2849,2,1,5.0,0,1
172,17,447,0,1,1,6,4,4.6,0.965,0.0222,0.0128,2,1,5.0,1,0
464,160,210,0,4,3,5,4,4.86,0.6364,0.2833,0.0803,1,0,3.93,0,1
270,102,849,0,4,1,2,1,4.56,0.7831,0.1807,0.0362,3,0,3.77,1,1
221,180,370,0,3,1,1,2,4.82,0.0775,0.7585,0.164,1,0,3.91,1,1
152,20,577,0,3,2,5,4,4.7,0.7483,0.0372,0.2145,1,1,5.0,1,0
623,112,689,0,4,1,1,3,4.75,0.1208,0.4928,0.3864,1,0,3.38,0,0
183,120,790,0,2,3,10,4,4.99,0.0612,0.5656,0.3732,1,0,4.61,1,1
399,194,992,0,4,1,6,4,4.76,0.0082,0.3582,0.6336,3,0,3.4,0,0
851,111,163,0,1,2,7,1,4.86,0.1952,0.0535,0.7513,1,0,3.16,0,1
72,1,977,1,13,1,3,2,4.57,0.1435,0.7035,0.153,2,1,5.0,1,1
418,58,1356,0,1,2,4,3,4.85,0.7176,0.1363,0.1461,2,0,4.33,1,1
898,93,350,0,3,3,9,2,4.72,0.5879,0.0065,0.4056,3,0,4.23,0,1
283,172,670,0,3,1,10,3,4.81,0.0136,0.88,0.1064,3,0,3.25,1,0
74,6,426,0,1,3,3,3,4.95,0.4974,0.2818,0.2208,3,1,5.0,1,0
355,108,327,1,7,2,9,3,4.84,0.5734,0.2121,0.2145,1,0,3.91,0,0
727,103,1130,1,12,2,5,2,4.6,0.5224,0.317,0.1606,2,0,3.84,0,1
497,50,255,0,4,1,2,4,4.95,0.3621,0.4383,0.1996,2,1,5.0,1,0
328,118,358,0,4,1,6,3,4.53,0.8854,0.0677,0.0469,3,0,4.59,0,0
988,110,444,1,10,3,2,3,4.97,0.0906,0.0875,0.8219,3,0,4.16,0,1
535,200,113,1,7,2,2,2,4.88,0.3349,0.5713,0.09380000000000001,3,0,4.4,0,0
580,88,1054,0,3,3,6,1,4.54,0.1789,0.379,0.4421,1,0,4.53,0,1
910,20,524,0,2,3,9,3,4.92,0.2152,0.2352,0.5496,1,1,5.0,1,0
447,14,689,1,11,2,5,3,4.75,0.1855,0.0771,0.7374,2,1,5.0,1,1
373,133,991,0,3,2,3,2,4.92,0.0383,0.8384,0.1233,2,0,4.55,1,0
362,169,46,0,2,2,5,3,4.84,0.3747,0.5135,0.1118,3,0,4.04,1,0
93,40,1195,0,4,3,3,1,4.89,0.4146,0.2719,0.3135,1,1,5.0,1,1
321,34,1154,0,3,1,6,3,4.75,0.0669,0.7153,0.21780000000000002,3,1,5.0,1,0
324,124,757,1,8,2,3,2,4.74,0.1437,0.2423,0.614,3,0,4.18,0,0
384,45,1377,0,2,3,2,4,4.95,0.3987,0.2432,0.3581,3,1,5.0,1,1
575,199,1227,1,13,1,4,4,4.73,0.2195,0.0647,0.7158,1,0,4.28,0,1
736,80,1250,0,1,3,6,3,4.55,0.5229,0.0687,0.4084,1,0,4.04,1,1
737,71,1104,1,5,2,1,1,4.71,0.083,0.5803,0.3367,2,0,4.17,1,1
881,155,1334,0,1,2,9,3,4.99,0.178,0.056,0.766,3,0,3.57,0,1
